Variable:,tas
,Switzerland,Aargau,"Appenzell Ausser-rhoden","Appenzell Inner-rhoden",Basel-landschaft,Basel-stadt,Bern,Fribourg,Geneve,Glarus,Graubunden,Jura,Luzern,Neuchatel,Nidwalden,Obwalden,"Sankt Gallen",Schaffhausen,Schwyz,Solothurn,Thurgau,Ticino,Uri,Valais,Vaud,Zug,Zurich
2083,9.10,10.25,8.00,8.00,11.20,11.20,8.08,8.43,12.30,9.26,10.02,11.36,9.48,12.08,7.47,7.39,8.49,10.00,9.31,11.19,8.80,8.38,7.39,7.38,11.20,10.00,10.00
2084,9.43,10.54,8.42,8.42,11.49,11.49,8.37,8.70,12.55,9.60,10.34,11.66,9.77,12.37,7.80,7.72,8.88,10.29,9.61,11.48,9.17,8.72,7.72,7.68,11.46,10.29,10.29
2085,9.61,10.83,8.56,8.56,11.84,11.84,8.64,8.98,12.82,9.68,10.27,12.00,10.04,12.65,7.94,7.85,9.01,10.56,9.84,11.83,9.36,8.81,7.85,7.90,11.74,10.56,10.56
2086,9.45,10.61,8.51,8.51,11.54,11.54,8.33,8.59,12.34,9.54,10.19,11.70,9.80,12.26,7.71,7.62,8.94,10.36,9.63,11.53,9.25,8.59,7.62,7.58,11.27,10.36,10.36
2087,9.11,10.28,8.13,8.13,11.29,11.29,8.06,8.41,12.35,9.17,9.78,11.49,9.48,12.22,7.35,7.26,8.56,10.01,9.28,11.28,8.89,8.24,7.26,7.32,11.23,10.01,10.01
2088,9.06,10.20,8.05,8.05,11.17,11.17,7.99,8.27,12.04,9.22,9.94,11.34,9.41,11.93,7.35,7.27,8.52,9.94,9.23,11.16,8.81,8.27,7.27,7.25,10.97,9.94,9.94
2089,9.40,10.51,8.39,8.39,11.45,11.45,8.38,8.69,12.46,9.54,10.20,11.63,9.75,12.32,7.81,7.73,8.84,10.26,9.59,11.44,9.14,8.69,7.73,7.67,11.39,10.26,10.26
2090,9.01,10.16,7.97,7.97,11.18,11.18,7.95,8.30,12.20,9.08,9.75,11.36,9.36,12.05,7.22,7.13,8.42,9.89,9.16,11.17,8.74,8.15,7.13,7.25,11.09,9.89,9.89
2091,9.07,10.20,8.05,8.05,11.14,11.14,8.02,8.43,12.40,9.21,9.93,11.31,9.43,12.13,7.41,7.33,8.51,9.95,9.25,11.13,8.81,8.33,7.33,7.36,11.28,9.95,9.95
2092,9.48,10.55,8.43,8.43,11.64,11.64,8.55,8.97,12.92,9.61,10.32,11.84,9.82,12.70,7.84,7.76,8.89,10.26,9.59,11.63,9.17,8.75,7.76,7.87,11.80,10.26,10.26
2093,9.59,10.73,8.49,8.49,11.77,11.77,8.62,8.90,12.69,9.79,10.56,11.93,9.98,12.55,8.10,8.02,8.98,10.45,9.80,11.76,9.28,9.00,8.02,7.90,11.61,10.45,10.45
2094,9.38,10.51,8.25,8.25,11.57,11.57,8.38,8.66,12.49,9.51,10.22,11.77,9.75,12.42,7.82,7.74,8.73,10.23,9.57,11.56,9.05,8.73,7.74,7.67,11.40,10.23,10.23
2095,9.13,10.29,8.10,8.10,11.23,11.23,8.03,8.35,12.20,9.27,9.95,11.43,9.49,12.12,7.40,7.31,8.57,10.04,9.31,11.22,8.88,8.31,7.31,7.30,11.11,10.04,10.04
2096,9.48,10.56,8.51,8.51,11.44,11.44,8.42,8.74,12.48,9.67,10.38,11.62,9.81,12.33,7.89,7.81,8.97,10.33,9.66,11.43,9.24,8.80,7.81,7.74,11.42,10.33,10.33
2097,9.30,10.40,8.36,8.36,11.39,11.39,8.21,8.53,12.38,9.45,10.13,11.56,9.62,12.24,7.60,7.52,8.80,10.13,9.44,11.38,9.07,8.51,7.52,7.49,11.29,10.13,10.13
2098,8.78,9.85,7.74,7.74,10.80,10.80,7.74,8.10,11.95,9.00,9.80,10.97,9.11,11.73,7.23,7.15,8.22,9.60,8.95,10.79,8.49,8.16,7.15,7.08,10.86,9.60,9.60
2099,9.22,10.28,8.33,8.33,11.17,11.17,8.08,8.42,12.30,9.45,10.19,11.33,9.52,12.06,7.68,7.60,8.77,10.04,9.39,11.16,9.02,8.58,7.60,7.41,11.20,10.04,10.04
2100,9.50,10.60,8.36,8.36,11.66,11.66,8.51,8.85,12.75,9.70,10.57,11.87,9.86,12.64,7.98,7.90,8.86,10.31,9.67,11.65,9.14,8.89,7.90,7.81,11.64,10.31,10.31
