Variable:,tas
,Argentina,"Buenos Aires","Buenos Aires D.f.",Catamarca,Chaco,Chubut,Cordoba,Corrientes,"Entre Rios",Formosa,Jujuy,"La Pampa","La Rioja",Mendoza,Misiones,Neuquen,"Rio Negro",Salta,"San Juan","San Luis","Santa Cruz","Santa Fe","Santiago Del Estero","Tierra Del Fuego",Tucuman
2025,16.14,16.28,17.63,11.93,23.45,10.72,18.94,21.94,19.68,24.47,9.54,16.42,16.74,12.58,22.50,11.03,12.76,16.41,10.61,18.22,8.35,20.34,22.26,5.64,16.93
2026,16.14,16.38,17.66,11.98,23.43,10.79,18.71,21.90,19.46,24.33,9.58,16.58,16.79,12.53,22.72,11.03,12.89,16.44,10.58,18.23,8.35,20.00,22.17,5.64,16.92
2027,16.21,16.51,18.01,11.99,23.51,10.77,18.95,22.25,19.89,24.30,9.73,16.54,16.69,12.43,22.76,10.96,12.78,16.36,10.50,18.11,8.47,20.63,22.44,5.64,16.84
2028,15.95,16.18,17.43,11.86,23.09,10.70,18.51,21.66,19.19,24.05,9.56,16.37,16.60,12.34,22.33,10.92,12.69,16.14,10.50,18.05,8.47,19.95,21.69,5.73,16.60
2029,16.16,16.38,17.91,11.93,23.51,10.90,18.69,22.16,19.52,24.57,9.62,16.42,16.66,12.37,23.07,11.05,12.86,16.35,10.49,17.96,8.67,20.16,22.09,5.81,16.82
2030,16.11,16.31,17.76,11.93,23.36,10.73,18.72,22.21,19.65,24.19,9.73,16.39,16.75,12.41,22.99,10.90,12.78,16.33,10.55,18.17,8.44,20.21,22.10,5.77,16.76
2031,16.15,16.39,17.97,12.01,23.39,10.76,18.84,21.91,19.63,24.31,9.87,16.42,16.73,12.48,22.49,11.01,12.79,16.55,10.56,18.14,8.40,20.24,22.29,5.53,17.00
2032,16.15,16.36,18.05,11.87,23.30,10.86,18.75,21.95,19.62,24.19,9.45,16.60,16.55,12.67,22.38,11.23,13.03,16.26,10.55,18.25,8.51,20.26,22.02,5.83,16.68
2033,16.27,16.49,18.12,12.04,23.53,10.86,18.90,22.19,19.81,24.41,9.72,16.64,16.81,12.71,22.83,11.09,12.97,16.40,10.76,18.36,8.45,20.38,22.45,5.58,16.99
2034,16.06,16.22,17.58,11.91,23.16,11.03,18.39,21.83,19.21,24.20,9.90,16.30,16.47,12.36,22.61,11.19,12.93,16.36,10.40,17.83,8.79,19.92,21.87,6.09,16.67
2035,16.17,16.40,17.98,12.09,23.32,10.92,18.81,21.98,19.67,24.17,9.84,16.35,16.79,12.37,22.69,11.03,12.84,16.34,10.54,18.11,8.79,20.22,22.19,6.04,16.91
2036,16.22,16.37,17.96,12.14,23.47,10.99,18.67,22.18,19.57,24.36,9.92,16.45,16.76,12.60,22.80,11.20,12.98,16.58,10.70,18.13,8.61,20.19,22.19,5.93,16.92
2037,16.31,16.44,18.08,12.23,23.69,11.04,18.84,22.23,19.86,24.50,9.99,16.50,16.86,12.61,22.77,11.15,12.94,16.61,10.73,18.16,8.62,20.51,22.48,5.88,16.98
2038,16.31,16.53,18.13,12.18,23.73,10.94,19.10,22.10,19.77,24.39,9.94,16.52,16.89,12.53,22.68,11.15,12.84,16.61,10.61,18.40,8.57,20.58,22.55,5.82,17.07
2039,16.42,16.65,17.94,12.42,23.93,10.93,18.96,22.48,19.78,24.74,10.13,16.80,16.91,12.62,22.98,11.08,13.06,16.77,10.66,18.32,8.61,20.54,22.60,5.93,17.18
2040,16.31,16.56,18.01,11.96,23.66,11.05,18.80,22.37,19.75,24.52,9.87,16.66,16.70,12.63,22.85,11.18,12.99,16.44,10.61,18.34,8.72,20.39,22.33,5.75,16.96
2041,16.36,16.57,18.11,12.29,23.76,11.00,18.99,22.35,19.79,24.69,9.88,16.57,16.96,12.62,22.87,11.14,12.94,16.63,10.69,18.28,8.65,20.47,22.44,5.90,17.15
2042,16.24,16.30,17.88,12.21,23.57,11.13,18.61,22.12,19.52,24.73,10.04,16.44,16.69,12.44,22.77,11.28,12.93,16.76,10.63,18.07,8.75,20.09,22.14,5.86,17.13
2043,16.34,16.38,17.93,12.36,23.63,10.86,18.92,22.58,19.88,24.69,10.28,16.52,16.90,12.67,23.62,11.22,12.90,16.76,10.77,18.32,8.61,20.37,22.20,6.02,17.10
2044,16.30,16.50,17.85,12.29,23.41,10.88,18.88,22.23,19.62,24.40,10.20,16.62,16.92,12.71,22.98,11.27,12.95,16.60,10.77,18.38,8.60,20.26,22.23,5.87,17.09
2045,16.46,16.53,17.85,12.61,23.94,11.17,19.03,22.44,19.74,24.90,10.09,16.64,17.17,12.69,22.96,11.32,13.13,16.73,10.88,18.33,8.78,20.60,22.48,5.85,17.20
2046,16.52,16.77,18.40,12.44,23.56,11.28,19.12,22.29,19.84,24.46,10.31,16.82,17.15,12.86,23.03,11.46,13.28,16.80,10.98,18.50,8.93,20.50,22.49,5.83,17.28
2047,16.46,16.57,18.09,12.37,24.03,11.08,18.85,22.64,19.86,25.02,10.22,16.58,16.99,12.62,23.28,11.21,12.93,16.93,10.81,18.27,8.90,20.58,22.61,5.87,17.35
2048,16.48,16.53,17.95,12.39,23.82,11.17,19.09,22.29,19.84,24.85,10.13,16.73,17.08,12.94,23.03,11.39,13.13,16.78,11.04,18.58,8.82,20.50,22.46,5.96,17.25
2049,16.44,16.59,17.90,12.43,23.80,11.04,19.04,22.20,19.66,24.68,10.22,16.73,17.13,12.78,23.17,11.29,13.15,16.85,10.97,18.41,8.75,20.31,22.55,5.94,17.30
2050,16.45,16.75,18.47,12.48,23.53,11.12,19.08,22.42,20.07,24.38,10.38,16.61,17.02,12.71,22.94,11.46,13.06,16.78,10.82,18.31,8.72,20.72,22.30,5.87,17.17
2051,16.47,16.69,18.31,12.50,23.63,11.10,19.00,22.29,19.96,24.62,10.37,16.67,16.96,12.75,22.92,11.31,13.07,16.92,10.87,18.41,8.89,20.48,22.44,6.04,17.34
2052,16.44,16.66,18.25,12.42,23.64,11.16,19.06,22.19,19.80,24.67,10.31,16.73,16.90,12.70,23.09,11.52,13.14,16.84,10.76,18.38,8.70,20.45,22.41,5.86,17.23
2053,16.53,16.59,18.11,12.57,24.29,11.05,18.95,22.37,19.86,25.26,10.37,16.67,17.07,12.89,23.60,11.48,13.11,17.05,10.97,18.45,8.66,20.52,22.66,5.96,17.41
2054,16.45,16.60,18.00,12.44,23.77,11.13,18.96,22.36,19.69,24.64,10.21,16.71,17.03,12.93,22.88,11.52,13.24,16.77,11.01,18.32,8.79,20.34,22.46,5.99,17.18
2055,16.37,16.49,17.97,12.39,23.52,11.22,18.83,22.08,19.59,24.51,10.23,16.65,16.93,12.75,22.89,11.45,13.11,16.82,10.92,18.40,8.77,20.24,22.18,6.06,17.06
2056,16.50,16.61,18.19,12.54,23.91,11.16,18.87,22.54,19.93,24.96,10.40,16.62,16.99,12.73,23.20,11.44,13.20,16.91,10.81,18.21,8.83,20.54,22.53,5.99,17.29
2057,16.54,16.60,18.08,12.46,23.82,11.20,19.05,22.53,19.98,24.80,10.29,16.80,17.07,12.96,23.08,11.53,13.25,16.90,11.05,18.44,9.05,20.54,22.49,6.13,17.25
2058,16.58,16.79,18.40,12.63,23.77,11.34,18.85,22.55,19.93,24.90,10.39,16.89,16.99,12.90,23.30,11.63,13.39,16.96,10.91,18.36,8.95,20.42,22.42,6.04,17.29
2059,16.43,16.45,17.99,12.38,23.66,11.20,18.85,22.43,19.83,24.73,10.34,16.60,16.91,12.67,23.28,11.42,13.20,16.85,10.76,18.20,8.89,20.41,22.36,6.13,17.24
2060,16.47,16.61,18.09,12.55,23.79,11.10,18.91,22.38,19.81,24.94,10.43,16.65,17.02,12.86,23.06,11.32,13.11,16.95,10.97,18.35,8.81,20.42,22.42,6.15,17.27
2061,16.45,16.49,17.94,12.55,23.75,11.18,18.90,22.34,19.69,24.58,10.29,16.72,17.15,12.93,22.95,11.51,13.25,16.85,11.09,18.39,8.71,20.39,22.34,5.91,17.20
2062,16.54,16.82,18.32,12.64,23.75,11.11,19.17,22.39,19.88,24.70,10.55,16.85,17.21,12.84,23.11,11.28,13.17,17.01,11.04,18.49,8.76,20.55,22.41,5.97,17.48
2063,16.52,16.53,17.90,12.64,23.79,11.21,19.03,22.31,19.92,24.79,10.50,16.71,17.12,12.88,23.26,11.43,13.16,17.06,11.02,18.46,8.85,20.55,22.44,6.13,17.39
2064,16.71,16.90,18.48,12.70,23.91,11.40,19.14,22.62,20.04,25.02,10.51,16.97,17.20,13.02,23.15,11.62,13.47,17.09,11.02,18.63,9.04,20.72,22.58,6.13,17.51
2065,16.63,16.80,18.38,12.64,23.99,11.16,19.31,22.76,20.13,24.81,10.24,16.92,17.27,13.00,23.35,11.44,13.14,16.88,11.10,18.62,8.86,20.80,22.72,6.13,17.44
2066,16.51,16.59,17.98,12.52,23.82,11.11,19.04,22.40,19.87,24.80,10.44,16.74,17.06,12.89,23.26,11.53,13.16,16.95,11.01,18.46,8.97,20.47,22.40,6.08,17.21
2067,16.59,16.81,18.32,12.52,23.65,11.48,19.02,22.31,19.93,24.68,10.39,16.85,17.10,12.97,23.10,11.53,13.37,16.93,10.80,18.51,9.07,20.50,22.52,6.10,17.55
2068,16.55,16.64,18.28,12.57,23.56,11.44,18.89,22.41,19.81,24.59,10.63,16.74,17.03,12.78,23.20,11.62,13.33,17.16,10.81,18.31,9.08,20.38,22.46,6.13,17.46
2069,16.60,16.78,18.39,12.46,23.92,11.29,19.05,22.44,20.01,24.94,10.41,16.80,17.06,13.00,23.15,11.64,13.34,16.89,11.03,18.50,9.13,20.52,22.47,6.22,17.19
2070,16.63,16.72,18.38,12.85,23.87,11.18,19.20,22.46,20.00,24.72,10.61,16.81,17.37,12.98,23.15,11.49,13.21,17.15,11.16,18.53,8.97,20.54,22.72,6.19,17.59
2071,16.74,16.98,18.32,12.64,24.32,11.17,19.27,22.83,20.19,25.19,10.36,16.95,17.25,13.11,23.44,11.63,13.34,17.07,11.14,18.61,8.66,21.05,23.04,5.94,17.53
2072,16.69,16.66,18.37,12.60,24.40,11.18,19.25,22.75,20.01,25.49,10.48,16.82,17.18,12.99,23.61,11.64,13.27,17.14,10.98,18.61,8.89,20.80,22.78,6.08,17.52
2073,16.84,16.84,18.54,12.77,24.54,11.46,19.32,22.86,20.17,25.34,10.67,17.07,17.35,13.03,23.66,11.64,13.51,17.25,11.33,18.69,9.04,20.95,23.07,6.20,17.80
2074,16.41,16.44,17.77,12.41,23.59,11.31,18.89,22.05,19.51,24.64,10.42,16.60,16.96,12.65,23.30,11.57,13.27,16.80,10.79,18.20,8.94,20.20,22.45,6.14,17.17
2075,16.66,16.64,18.19,12.56,24.19,11.31,19.12,22.73,20.03,25.40,10.33,16.87,17.21,13.04,23.61,11.70,13.42,17.02,11.16,18.46,8.82,20.61,22.59,5.90,17.35
2076,16.73,16.67,18.18,12.46,24.16,11.43,19.22,22.89,20.20,25.09,10.42,16.96,17.12,13.04,23.52,11.79,13.59,16.94,11.02,18.50,9.19,20.90,22.84,6.40,17.35
2077,16.59,16.69,18.25,12.40,23.74,11.52,19.02,22.27,19.77,24.54,10.24,17.03,17.07,13.11,23.09,11.71,13.53,16.82,11.09,18.57,9.11,20.43,22.49,6.22,17.22
2078,16.77,16.74,18.17,13.00,23.99,11.19,19.48,22.72,20.06,25.13,10.72,17.02,17.63,13.18,23.68,11.54,13.28,17.24,11.36,18.87,9.07,20.77,22.82,6.24,17.81
2079,16.56,16.63,18.21,12.67,23.68,11.23,19.15,22.43,19.95,24.59,10.47,16.70,17.33,12.84,23.19,11.40,13.19,17.12,11.06,18.59,8.89,20.58,22.63,6.22,17.49
2080,16.73,16.78,18.29,12.78,23.91,11.35,19.25,22.56,20.01,24.98,10.66,17.07,17.34,13.21,23.24,11.73,13.47,17.23,11.25,18.71,9.01,20.65,22.69,6.03,17.55
2081,16.53,16.59,18.06,12.50,23.96,11.29,18.90,22.27,19.79,24.93,10.49,16.65,17.12,12.87,23.06,11.50,13.20,17.04,11.02,18.41,8.99,20.46,22.55,6.36,17.31
2082,16.78,16.94,18.34,12.89,24.01,11.46,19.37,22.61,19.94,25.04,10.49,16.99,17.55,13.08,23.48,11.53,13.39,17.08,11.30,18.86,9.11,20.68,22.86,6.31,17.76
2083,16.88,16.99,18.64,12.69,24.40,11.44,19.55,23.02,20.35,25.27,10.35,17.10,17.39,13.14,23.57,11.54,13.44,17.26,11.24,18.94,9.13,21.13,23.03,6.30,17.41
2084,16.54,16.62,18.08,12.73,23.73,11.02,19.09,22.47,19.82,24.82,10.84,16.85,17.25,12.82,23.37,11.23,13.11,17.13,11.02,18.53,8.76,20.56,22.52,6.10,17.47
2085,16.62,16.65,18.32,12.90,23.83,11.28,18.91,22.64,20.04,24.86,10.76,16.79,17.34,12.89,23.68,11.55,13.22,17.21,11.28,18.31,9.09,20.59,22.44,6.10,17.49
2086,16.58,16.81,18.27,12.63,23.79,11.22,19.11,22.42,19.99,24.73,10.56,16.71,17.06,12.85,23.34,11.48,13.18,17.02,10.91,18.47,9.09,20.57,22.50,6.45,17.32
2087,16.56,16.71,18.17,12.56,23.81,11.40,19.08,22.15,19.86,24.73,10.48,16.88,17.19,12.89,22.84,11.46,13.31,16.80,11.07,18.49,9.14,20.45,22.50,6.17,17.26
2088,16.51,16.56,18.01,12.36,23.57,11.50,18.93,22.47,19.86,24.45,10.49,16.65,16.86,12.75,22.98,11.62,13.28,16.87,10.85,18.20,9.33,20.45,22.45,6.45,17.12
2089,16.47,16.61,18.33,12.51,23.62,11.07,19.02,22.44,20.00,24.71,10.35,16.75,17.01,12.76,23.42,11.33,13.13,16.86,10.91,18.47,8.73,20.64,22.35,5.90,17.16
2090,16.52,16.46,18.13,12.53,23.91,11.27,18.85,22.66,19.95,24.85,10.47,16.61,16.97,12.74,23.24,11.48,13.20,17.01,10.88,18.25,9.05,20.58,22.58,6.23,17.19
2091,16.48,16.65,18.41,12.39,23.78,11.21,18.88,22.33,19.84,24.84,10.22,16.54,16.92,12.75,23.10,11.46,13.12,16.81,10.92,18.15,9.11,20.53,22.41,6.26,17.10
2092,16.64,16.74,18.16,12.72,23.88,11.28,19.23,22.33,19.90,24.83,10.78,16.96,17.31,13.01,23.22,11.52,13.30,17.17,11.18,18.59,8.92,20.52,22.61,6.21,17.51
2093,16.65,16.89,18.42,12.66,23.96,11.20,18.98,22.71,20.10,25.02,10.61,17.06,17.20,13.05,23.25,11.45,13.25,17.11,11.14,18.62,8.89,20.60,22.52,6.03,17.51
2094,16.78,16.99,18.51,12.63,24.28,11.36,19.23,22.82,20.23,25.13,10.34,16.95,17.37,13.05,23.41,11.50,13.39,17.08,11.22,18.53,9.13,20.88,23.06,6.24,17.68
2095,16.62,16.75,18.20,12.61,23.89,11.23,19.11,22.47,19.92,24.90,10.33,16.91,17.30,13.06,23.40,11.45,13.25,16.97,11.11,18.63,8.98,20.56,22.68,6.30,17.48
2096,16.56,16.74,18.31,12.54,23.84,11.19,19.02,22.34,19.89,24.94,10.40,16.67,17.15,13.09,23.04,11.49,13.16,16.99,11.18,18.49,8.90,20.48,22.63,5.96,17.37
2097,16.69,16.88,18.35,12.48,24.05,11.32,19.26,22.57,19.96,24.93,10.40,17.11,17.19,13.11,23.20,11.62,13.42,16.86,11.11,18.83,9.03,20.64,22.62,6.28,17.39
2098,16.44,16.55,18.03,12.36,23.74,11.03,18.95,22.32,19.84,24.65,10.24,16.73,16.96,12.89,23.32,11.34,13.06,16.83,10.89,18.32,8.84,20.52,22.47,6.15,17.17
2099,16.38,16.57,18.08,12.41,23.64,11.02,18.87,22.28,19.76,24.59,10.35,16.64,17.03,12.78,23.06,11.27,13.05,16.81,10.79,18.28,8.75,20.30,22.24,6.07,17.19
2100,16.44,16.54,18.06,12.48,23.63,11.18,18.80,22.20,19.85,24.73,10.60,16.75,16.94,12.78,23.02,11.44,13.15,16.89,10.92,18.41,8.95,20.32,22.23,6.23,17.23
