Variable:,tasmin
,"New Zealand",Auckland,"Bay Of Plenty",Canterbury,"East Cape","Hawke's Bay",Nelson-marlborough,Northland,Otago,Southland,Taranaki,Waikato,Wanganui-manawatu,Wellington,Westland
2056,7.53,14.00,8.12,5.04,9.19,8.14,5.75,14.02,5.37,7.01,12.03,9.96,9.81,10.17,5.70
2057,7.41,13.95,8.17,4.80,9.32,8.22,5.58,14.05,5.08,6.81,11.97,9.87,9.74,10.18,5.44
2058,7.31,13.92,8.03,4.70,9.22,8.12,5.48,13.87,4.97,6.70,11.88,9.80,9.64,10.11,5.35
2059,7.29,13.87,8.00,4.74,9.19,8.04,5.45,13.86,5.00,6.71,11.84,9.79,9.59,10.03,5.36
2060,7.58,14.10,8.21,5.08,9.29,8.27,5.75,14.10,5.35,7.05,12.13,10.00,9.86,10.31,5.74
2061,7.58,14.24,8.33,4.97,9.46,8.33,5.73,14.23,5.25,6.98,12.11,10.11,9.88,10.24,5.68
2062,7.53,14.10,8.31,4.95,9.42,8.29,5.71,14.09,5.24,6.94,12.00,10.01,9.84,10.29,5.58
2063,7.57,14.22,8.33,4.97,9.45,8.33,5.73,14.25,5.25,6.87,12.09,10.11,9.89,10.33,5.64
2064,7.55,14.10,8.23,5.00,9.31,8.25,5.72,14.08,5.31,7.07,12.00,10.00,9.84,10.31,5.65
2065,7.49,14.20,8.25,4.88,9.33,8.22,5.70,14.17,5.19,6.96,12.13,9.96,9.76,10.22,5.54
2066,7.63,14.22,8.37,5.03,9.46,8.41,5.83,14.25,5.28,6.99,12.09,10.16,9.96,10.37,5.73
2067,7.66,14.21,8.36,5.10,9.46,8.42,5.85,14.23,5.33,7.07,12.19,10.12,10.00,10.45,5.72
2068,7.63,14.17,8.34,5.07,9.49,8.39,5.87,14.16,5.32,7.06,12.09,10.06,9.88,10.44,5.75
2069,7.74,14.32,8.55,5.15,9.68,8.53,5.87,14.31,5.45,7.12,12.23,10.24,10.03,10.46,5.80
2070,7.67,14.25,8.31,5.13,9.46,8.39,5.86,14.26,5.40,7.05,12.21,10.17,9.95,10.39,5.79
2071,7.57,14.20,8.32,4.96,9.50,8.37,5.74,14.23,5.22,6.95,12.05,10.09,9.91,10.34,5.63
2072,7.65,14.15,8.33,5.09,9.52,8.41,5.80,14.08,5.44,7.17,12.19,10.11,9.96,10.40,5.76
2073,7.57,14.18,8.30,4.98,9.47,8.31,5.71,14.19,5.28,7.04,12.10,10.09,9.89,10.37,5.61
2074,7.75,14.38,8.59,5.19,9.67,8.52,5.94,14.42,5.39,7.04,12.22,10.29,10.06,10.43,5.82
2075,7.71,14.37,8.47,5.12,9.57,8.47,5.87,14.34,5.39,7.08,12.34,10.21,10.02,10.47,5.78
2076,7.69,14.27,8.38,5.13,9.53,8.47,5.89,14.24,5.37,7.02,12.30,10.15,10.04,10.50,5.80
2077,7.66,14.38,8.35,5.07,9.49,8.33,5.82,14.38,5.44,7.13,12.34,10.11,9.86,10.31,5.70
2078,7.71,14.36,8.50,5.12,9.59,8.52,5.87,14.33,5.36,7.03,12.26,10.24,10.04,10.45,5.74
2079,7.75,14.43,8.47,5.14,9.58,8.51,5.93,14.45,5.33,7.02,12.35,10.30,10.12,10.59,5.83
2080,7.74,14.32,8.52,5.15,9.63,8.55,5.90,14.36,5.42,7.08,12.19,10.27,10.04,10.48,5.80
2081,7.60,14.23,8.30,5.02,9.47,8.30,5.76,14.23,5.31,6.99,12.21,10.07,9.87,10.39,5.66
2082,7.84,14.35,8.63,5.28,9.78,8.61,5.98,14.37,5.56,7.22,12.24,10.26,10.06,10.46,5.95
2083,7.84,14.45,8.61,5.27,9.68,8.51,6.06,14.48,5.51,7.20,12.42,10.36,10.11,10.53,5.96
2084,7.88,14.55,8.62,5.37,9.69,8.61,6.08,14.52,5.53,7.22,12.40,10.40,10.14,10.58,5.98
2085,7.97,14.56,8.69,5.41,9.79,8.71,6.27,14.56,5.56,7.19,12.59,10.49,10.31,10.75,6.10
2086,7.90,14.54,8.65,5.35,9.78,8.70,6.07,14.51,5.56,7.26,12.35,10.36,10.20,10.66,5.98
2087,7.79,14.49,8.62,5.12,9.73,8.62,5.93,14.53,5.41,7.11,12.37,10.38,10.15,10.61,5.80
2088,7.75,14.38,8.58,5.15,9.72,8.62,5.88,14.37,5.36,7.02,12.31,10.33,10.11,10.48,5.75
2089,7.81,14.28,8.47,5.30,9.61,8.49,6.04,14.35,5.55,7.24,12.31,10.22,10.08,10.50,5.96
2090,7.93,14.49,8.65,5.40,9.82,8.74,6.09,14.51,5.64,7.25,12.43,10.41,10.27,10.69,6.03
2091,7.97,14.60,8.72,5.42,9.85,8.72,6.16,14.59,5.60,7.28,12.43,10.49,10.26,10.64,6.08
2092,7.89,14.54,8.67,5.30,9.76,8.69,6.01,14.59,5.56,7.22,12.41,10.40,10.18,10.58,5.96
2093,7.89,14.48,8.62,5.36,9.76,8.62,6.03,14.45,5.63,7.28,12.37,10.33,10.14,10.55,5.95
2094,7.92,14.43,8.71,5.34,9.85,8.73,6.12,14.48,5.57,7.25,12.42,10.42,10.23,10.67,5.99
2095,7.85,14.42,8.56,5.34,9.62,8.53,6.03,14.45,5.59,7.28,12.34,10.34,10.07,10.51,6.00
2096,7.99,14.67,8.75,5.37,9.81,8.76,6.13,14.67,5.65,7.41,12.45,10.50,10.27,10.67,6.10
2097,7.90,14.46,8.60,5.35,9.72,8.64,6.00,14.45,5.69,7.34,12.39,10.34,10.20,10.68,5.97
2098,8.01,14.67,8.78,5.40,9.91,8.81,6.13,14.69,5.71,7.40,12.47,10.51,10.33,10.79,5.99
2099,8.13,14.72,8.76,5.61,9.86,8.84,6.35,14.78,5.84,7.54,12.62,10.57,10.39,10.79,6.30
2100,7.99,14.68,8.71,5.40,9.83,8.70,6.17,14.69,5.61,7.36,12.52,10.52,10.28,10.73,6.08
