Variable:,tas
,Switzerland,Aargau,"Appenzell Ausser-rhoden","Appenzell Inner-rhoden",Basel-landschaft,Basel-stadt,Bern,Fribourg,Geneve,Glarus,Graubunden,Jura,Luzern,Neuchatel,Nidwalden,Obwalden,"Sankt Gallen",Schaffhausen,Schwyz,Solothurn,Thurgau,Ticino,Uri,Valais,Vaud,Zug,Zurich
2036,7.74,8.89,6.68,6.68,9.89,9.89,6.72,7.06,10.96,7.89,8.62,10.07,8.11,10.80,6.10,6.02,7.15,8.62,7.93,9.88,7.46,7.02,6.02,6.01,9.85,8.62,8.62
2037,7.63,8.77,6.57,6.57,9.75,9.75,6.62,6.97,10.84,7.79,8.52,9.94,8.01,10.68,6.03,5.95,7.04,8.51,7.83,9.74,7.35,6.94,5.95,5.93,9.74,8.51,8.51
2038,7.61,8.70,6.54,6.54,9.69,9.69,6.67,7.05,10.86,7.80,8.55,9.87,7.97,10.64,6.09,6.01,7.02,8.43,7.79,9.68,7.30,7.01,6.01,6.03,9.78,8.43,8.43
2039,7.57,8.64,6.55,6.55,9.61,9.61,6.56,6.91,10.72,7.78,8.56,9.80,7.90,10.55,6.01,5.93,7.02,8.38,7.73,9.60,7.29,6.93,5.93,5.90,9.64,8.38,8.38
2040,7.74,8.86,6.81,6.81,9.77,9.77,6.61,6.94,10.83,7.93,8.63,9.94,8.07,10.65,6.08,6.00,7.26,8.62,7.92,9.76,7.54,7.00,6.00,5.92,9.72,8.62,8.62
2041,7.66,8.79,6.62,6.62,9.74,9.74,6.66,7.01,10.85,7.84,8.56,9.93,8.03,10.68,6.11,6.03,7.09,8.53,7.86,9.73,7.39,7.01,6.03,5.99,9.76,8.53,8.53
2042,7.82,8.97,6.84,6.84,9.91,9.91,6.74,7.09,10.96,7.95,8.65,10.08,8.18,10.78,6.10,6.01,7.29,8.72,8.00,9.90,7.60,7.01,6.01,6.03,9.86,8.72,8.72
2043,7.65,8.75,6.71,6.71,9.73,9.73,6.57,6.90,10.75,7.88,8.66,9.89,7.98,10.56,6.01,5.93,7.17,8.49,7.81,9.72,7.43,6.95,5.93,5.89,9.66,8.49,8.49
2044,7.84,8.96,6.82,6.82,9.93,9.93,6.81,7.12,10.96,8.05,8.79,10.10,8.20,10.78,6.27,6.19,7.29,8.70,8.03,9.92,7.58,7.18,6.19,6.11,9.86,8.70,8.70
2045,7.96,9.11,6.93,6.93,10.06,10.06,6.93,7.24,11.03,8.14,8.86,10.22,8.34,10.87,6.37,6.29,7.40,8.85,8.17,10.05,7.70,7.27,6.29,6.23,9.95,8.85,8.85
2046,7.63,8.75,6.58,6.58,9.69,9.69,6.58,6.93,10.80,7.82,8.59,9.87,7.99,10.61,6.03,5.95,7.06,8.50,7.82,9.68,7.35,6.95,5.95,5.91,9.70,8.50,8.50
2047,7.99,9.12,6.91,6.91,10.07,10.07,7.01,7.35,11.15,8.17,8.94,10.25,8.37,10.97,6.44,6.36,7.39,8.87,8.20,10.06,7.70,7.35,6.36,6.34,10.07,8.87,8.87
2048,8.19,9.32,7.15,7.15,10.25,10.25,7.11,7.42,11.27,8.38,9.14,10.43,8.55,11.12,6.62,6.54,7.63,9.07,8.40,10.24,7.92,7.54,6.54,6.42,10.18,9.07,9.07
2049,7.97,9.05,6.93,6.93,9.98,9.98,6.92,7.25,11.06,8.21,9.05,10.15,8.30,10.87,6.44,6.36,7.42,8.80,8.15,9.97,7.68,7.38,6.36,6.26,9.98,8.80,8.80
2050,8.25,9.39,7.19,7.19,10.30,10.30,7.28,7.62,11.37,8.39,9.13,10.47,8.63,11.18,6.65,6.57,7.66,9.14,8.46,10.29,7.97,7.55,6.57,6.60,10.30,9.14,9.14
2051,8.20,9.35,7.17,7.17,10.31,10.31,7.17,7.48,11.26,8.37,9.11,10.47,8.57,11.10,6.56,6.48,7.64,9.09,8.40,10.30,7.94,7.49,6.48,6.48,10.19,9.09,9.09
2052,8.08,9.25,7.00,7.00,10.21,10.21,7.05,7.35,11.19,8.24,8.99,10.39,8.47,11.05,6.46,6.38,7.48,8.99,8.30,10.20,7.80,7.37,6.38,6.33,10.09,8.99,8.99
2053,7.99,9.05,6.98,6.98,10.01,10.01,6.86,7.18,11.06,8.26,9.16,10.21,8.28,10.93,6.37,6.29,7.47,8.79,8.12,10.00,7.71,7.34,6.29,6.19,9.95,8.79,8.79
2054,8.16,9.29,7.12,7.12,10.19,10.19,7.11,7.46,11.29,8.36,9.13,10.38,8.53,11.12,6.58,6.50,7.60,9.05,8.37,10.18,7.90,7.50,6.50,6.45,10.20,9.05,9.05
2055,8.54,9.65,7.55,7.55,10.56,10.56,7.49,7.83,11.67,8.76,9.49,10.72,8.90,11.44,7.00,6.92,8.02,9.41,8.75,10.55,8.30,7.91,6.92,6.82,10.58,9.41,9.41
2056,8.17,9.26,7.19,7.19,10.25,10.25,7.09,7.43,11.33,8.36,9.16,10.44,8.49,11.17,6.50,6.42,7.65,9.00,8.31,10.24,7.92,7.44,6.42,6.39,10.22,9.00,9.00
2057,8.15,9.28,7.14,7.14,10.19,10.19,7.14,7.49,11.33,8.33,9.05,10.38,8.53,11.14,6.60,6.52,7.60,9.04,8.37,10.18,7.90,7.50,6.52,6.48,10.23,9.04,9.04
2058,8.52,9.65,7.52,7.52,10.59,10.59,7.43,7.74,11.55,8.70,9.43,10.77,8.87,11.43,6.86,6.78,7.99,9.40,8.70,10.58,8.28,7.78,6.78,6.74,10.47,9.40,9.40
2059,8.55,9.68,7.48,7.48,10.64,10.64,7.52,7.86,11.71,8.69,9.46,10.81,8.91,11.52,6.91,6.83,7.95,9.42,8.73,10.63,8.26,7.82,6.83,6.82,10.62,9.42,9.42
2060,8.43,9.56,7.32,7.32,10.56,10.56,7.45,7.79,11.62,8.61,9.39,10.74,8.81,11.45,6.89,6.81,7.81,9.29,8.63,10.55,8.11,7.80,6.81,6.77,10.53,9.29,9.29
2061,8.47,9.60,7.38,7.38,10.60,10.60,7.53,7.91,11.76,8.61,9.34,10.79,8.85,11.56,6.88,6.80,7.86,9.33,8.66,10.59,8.16,7.79,6.80,6.86,10.67,9.33,9.33
2062,8.64,9.77,7.62,7.62,10.67,10.67,7.60,7.97,11.85,8.86,9.63,10.84,9.01,11.61,7.06,6.98,8.10,9.53,8.85,10.66,8.39,7.98,6.98,6.93,10.75,9.53,9.53
2063,8.53,9.62,7.50,7.50,10.53,10.53,7.50,7.82,11.58,8.75,9.51,10.71,8.87,11.41,7.00,6.92,7.98,9.37,8.72,10.52,8.25,7.93,6.92,6.85,10.50,9.37,9.37
2064,8.26,9.39,7.21,7.21,10.36,10.36,7.25,7.60,11.46,8.42,9.15,10.53,8.63,11.26,6.64,6.56,7.68,9.13,8.45,10.35,7.98,7.56,6.56,6.56,10.37,9.13,9.13
2065,8.65,9.77,7.64,7.64,10.65,10.65,7.65,8.01,11.79,8.86,9.62,10.81,9.02,11.56,7.12,7.04,8.11,9.53,8.87,10.64,8.40,8.03,7.04,7.01,10.72,9.53,9.53
2066,8.43,9.51,7.40,7.40,10.47,10.47,7.43,7.82,11.67,8.63,9.41,10.65,8.76,11.45,6.83,6.75,7.87,9.25,8.58,10.46,8.14,7.75,6.75,6.78,10.58,9.25,9.25
2067,8.55,9.70,7.50,7.50,10.65,10.65,7.50,7.85,11.74,8.72,9.47,10.81,8.93,11.53,6.92,6.84,7.98,9.45,8.76,10.64,8.28,7.84,6.84,6.81,10.64,9.45,9.45
2068,8.62,9.72,7.58,7.58,10.67,10.67,7.57,7.92,11.81,8.84,9.64,10.85,8.97,11.62,7.08,7.00,8.06,9.47,8.81,10.66,8.34,8.00,7.00,6.91,10.71,9.47,9.47
2069,8.63,9.72,7.62,7.62,10.64,10.64,7.61,7.97,11.79,8.85,9.60,10.83,8.98,11.61,7.10,7.02,8.09,9.47,8.82,10.63,8.36,8.01,7.02,6.96,10.71,9.47,9.47
2070,8.47,9.59,7.46,7.46,10.53,10.53,7.41,7.73,11.55,8.68,9.44,10.71,8.82,11.40,6.87,6.79,7.93,9.34,8.66,10.52,8.22,7.79,6.79,6.72,10.47,9.34,9.34
2071,8.59,9.65,7.55,7.55,10.62,10.62,7.60,8.00,11.83,8.78,9.58,10.80,8.91,11.60,6.96,6.88,8.02,9.39,8.72,10.61,8.29,7.89,6.88,6.94,10.75,9.39,9.39
2072,8.52,9.66,7.49,7.49,10.63,10.63,7.50,7.87,11.77,8.67,9.39,10.81,8.89,11.56,6.88,6.80,7.96,9.40,8.71,10.62,8.26,7.80,6.80,6.82,10.66,9.40,9.40
2073,8.63,9.72,7.60,7.60,10.68,10.68,7.63,7.98,11.79,8.84,9.61,10.86,8.98,11.60,7.07,6.99,8.07,9.46,8.80,10.67,8.35,7.99,6.99,6.96,10.71,9.46,9.46
2074,8.92,10.08,7.95,7.95,11.03,11.03,7.85,8.18,12.06,9.07,9.74,11.18,9.29,11.85,7.25,7.17,8.40,9.82,9.11,11.02,8.70,8.16,7.17,7.15,10.95,9.82,9.82
2075,8.52,9.64,7.51,7.51,10.64,10.64,7.47,7.77,11.60,8.68,9.40,10.81,8.87,11.45,6.91,6.83,7.97,9.37,8.69,10.63,8.26,7.82,6.83,6.77,10.51,9.37,9.37
2076,8.62,9.77,7.54,7.54,10.76,10.76,7.66,8.01,11.86,8.77,9.50,10.94,9.01,11.68,7.02,6.94,8.02,9.51,8.83,10.75,8.33,7.93,6.94,6.97,10.76,9.51,9.51
2077,8.67,9.76,7.69,7.69,10.69,10.69,7.63,7.98,11.81,8.90,9.66,10.85,9.01,11.59,7.12,7.04,8.16,9.51,8.85,10.68,8.42,8.03,7.04,6.95,10.72,9.51,9.51
2078,8.92,10.00,7.92,7.92,10.93,10.93,7.93,8.31,12.12,9.12,9.85,11.10,9.26,11.89,7.37,7.29,8.38,9.75,9.10,10.92,8.66,8.29,7.29,7.30,11.05,9.75,9.75
2079,8.71,9.82,7.70,7.70,10.74,10.74,7.64,8.01,11.89,8.88,9.63,10.91,9.05,11.67,7.06,6.98,8.17,9.57,8.88,10.73,8.45,8.00,6.98,6.98,10.79,9.57,9.57
2080,8.67,9.79,7.66,7.66,10.76,10.76,7.67,8.01,11.82,8.83,9.54,10.94,9.03,11.65,7.06,6.98,8.12,9.53,8.85,10.75,8.41,7.97,6.98,6.98,10.74,9.53,9.53
2081,8.90,10.05,7.87,7.87,11.04,11.04,7.89,8.22,12.05,9.04,9.72,11.22,9.28,11.91,7.26,7.18,8.33,9.79,9.10,11.03,8.64,8.16,7.18,7.18,10.96,9.79,9.79
2082,9.02,10.08,8.04,8.04,11.03,11.03,7.97,8.32,12.14,9.24,10.01,11.21,9.34,11.96,7.44,7.36,8.50,9.83,9.17,11.02,8.76,8.36,7.36,7.31,11.06,9.83,9.83
2083,8.64,9.70,7.60,7.60,10.65,10.65,7.64,8.03,11.88,8.86,9.65,10.84,8.97,11.67,7.11,7.03,8.08,9.44,8.80,10.64,8.34,8.04,7.03,7.01,10.79,9.44,9.44
2084,8.82,9.91,7.79,7.79,10.83,10.83,7.82,8.20,12.05,9.03,9.81,11.02,9.17,11.83,7.28,7.20,8.27,9.66,9.01,10.82,8.54,8.20,7.20,7.18,10.96,9.66,9.66
2085,8.94,10.07,7.85,7.85,11.06,11.06,7.89,8.20,12.06,9.18,10.05,11.22,9.30,11.89,7.33,7.25,8.36,9.81,9.13,11.05,8.64,8.28,7.25,7.19,10.97,9.81,9.81
2086,9.05,10.17,7.99,7.99,11.12,11.12,8.05,8.42,12.25,9.22,9.98,11.30,9.41,12.05,7.44,7.36,8.47,9.91,9.23,11.11,8.76,8.36,7.36,7.37,11.16,9.91,9.91
2087,9.22,10.33,8.20,8.20,11.28,11.28,8.20,8.56,12.40,9.40,10.13,11.45,9.58,12.19,7.63,7.55,8.67,10.08,9.41,11.27,8.96,8.53,7.55,7.52,11.31,10.08,10.08
2088,8.89,9.97,7.87,7.87,10.92,10.92,7.92,8.27,12.03,9.10,9.85,11.09,9.24,11.83,7.39,7.31,8.34,9.71,9.07,10.91,8.61,8.31,7.31,7.28,10.95,9.71,9.71
2089,9.03,10.04,8.08,8.08,10.92,10.92,7.96,8.34,12.16,9.30,10.09,11.10,9.31,11.92,7.51,7.44,8.55,9.80,9.17,10.91,8.77,8.45,7.44,7.35,11.08,9.80,9.80
2090,8.98,10.03,7.98,7.98,10.98,10.98,7.94,8.32,12.22,9.18,9.94,11.18,9.29,12.03,7.43,7.35,8.44,9.78,9.13,10.97,8.70,8.35,7.35,7.30,11.11,9.78,9.78
2091,8.92,9.99,7.92,7.92,10.93,10.93,7.90,8.30,12.18,9.11,9.86,11.11,9.25,11.94,7.32,7.24,8.38,9.74,9.07,10.92,8.65,8.24,7.24,7.26,11.08,9.74,9.74
2092,9.03,10.10,8.01,8.01,11.09,11.09,7.96,8.27,12.12,9.26,10.08,11.27,9.34,11.97,7.44,7.36,8.49,9.83,9.17,11.08,8.74,8.38,7.36,7.28,11.03,9.83,9.83
2093,9.05,10.19,8.07,8.07,11.03,11.03,8.04,8.40,12.17,9.26,9.95,11.19,9.44,11.92,7.55,7.47,8.53,9.96,9.30,11.02,8.83,8.45,7.47,7.41,11.10,9.96,9.96
2094,9.09,10.24,8.04,8.04,11.15,11.15,8.12,8.48,12.28,9.31,10.08,11.32,9.48,12.08,7.55,7.47,8.53,9.99,9.32,11.14,8.82,8.46,7.47,7.45,11.21,9.99,9.99
2095,8.84,9.92,7.83,7.83,10.87,10.87,7.81,8.14,11.91,9.02,9.76,11.04,9.18,11.74,7.29,7.21,8.29,9.67,9.02,10.86,8.57,8.20,7.21,7.16,10.84,9.67,9.67
2096,9.27,10.36,8.20,8.20,11.35,11.35,8.30,8.68,12.55,9.48,10.30,11.53,9.63,12.33,7.75,7.67,8.69,10.10,9.45,11.34,8.96,8.67,7.67,7.66,11.45,10.10,10.10
2097,9.05,10.14,7.98,7.98,11.10,11.10,8.04,8.41,12.27,9.24,10.04,11.29,9.39,12.08,7.45,7.37,8.46,9.88,9.21,11.09,8.74,8.39,7.37,7.37,11.17,9.88,9.88
2098,9.17,10.26,8.10,8.10,11.25,11.25,8.18,8.58,12.50,9.34,10.11,11.43,9.52,12.24,7.63,7.55,8.58,10.00,9.35,11.24,8.86,8.54,7.55,7.53,11.38,10.00,10.00
2099,9.29,10.40,8.29,8.29,11.28,11.28,8.26,8.61,12.42,9.50,10.25,11.46,9.64,12.21,7.72,7.64,8.76,10.16,9.49,11.27,9.04,8.63,7.64,7.59,11.33,10.16,10.16
2100,9.27,10.38,8.28,8.28,11.23,11.23,8.23,8.60,12.43,9.50,10.25,11.41,9.63,12.21,7.73,7.65,8.75,10.15,9.48,11.22,9.03,8.64,7.65,7.58,11.34,10.15,10.15
