Variable:,tasmin
,Uzbekistan,Andijan,Bukhara,Fergana,Karakalpakstan,Kashkadarya,Khorezm,Namangan,Samarkand,Surkhandarya,Sirdarya,Tashkent,Jizzakh,Navoiy,"Tashkent city"
2032,7.91,2.16,10.58,3.39,7.20,10.30,9.11,4.30,9.49,10.01,7.20,6.61,6.89,9.29,10.32
2033,7.88,2.14,10.64,3.21,7.29,10.29,9.18,4.14,9.43,9.92,7.13,6.43,6.81,9.23,10.06
2034,7.85,2.19,10.70,3.41,7.11,10.27,9.25,4.31,9.44,9.92,7.29,6.65,6.93,9.23,10.33
2035,8.16,2.28,10.85,3.42,7.57,10.38,9.48,4.37,9.59,10.11,7.37,6.68,7.09,9.53,10.34
2036,8.36,2.35,11.18,3.60,7.73,10.64,9.77,4.50,9.86,10.28,7.54,6.84,7.26,9.82,10.52
2037,8.03,2.17,10.87,3.30,7.48,10.30,9.43,4.25,9.41,9.86,7.28,6.60,6.87,9.44,10.28
2038,8.22,2.38,11.00,3.62,7.61,10.47,9.54,4.55,9.66,10.13,7.50,6.85,7.12,9.60,10.51
2039,8.23,2.27,11.06,3.46,7.65,10.51,9.72,4.40,9.73,10.04,7.32,6.73,7.08,9.67,10.50
2040,7.80,2.21,10.59,3.27,7.12,10.10,9.20,4.25,9.27,9.66,7.02,6.47,6.68,9.25,10.11
2041,8.03,2.16,10.83,3.37,7.38,10.38,9.40,4.30,9.54,10.05,7.40,6.67,7.03,9.41,10.32
2042,8.14,2.27,10.89,3.45,7.51,10.49,9.46,4.37,9.66,10.22,7.42,6.76,7.09,9.57,10.45
2043,8.23,2.54,10.98,3.68,7.53,10.54,9.63,4.62,9.74,10.24,7.60,6.94,7.21,9.62,10.64
2044,8.11,2.54,10.88,3.66,7.39,10.46,9.44,4.59,9.69,10.18,7.62,6.89,7.21,9.48,10.52
2045,8.24,2.41,11.09,3.69,7.55,10.69,9.63,4.65,9.80,10.40,7.63,7.01,7.29,9.60,10.70
2046,8.19,2.54,11.02,3.83,7.52,10.59,9.42,4.66,9.75,10.20,7.66,6.98,7.23,9.55,10.61
2047,8.30,2.45,11.01,3.61,7.58,10.68,9.56,4.49,9.91,10.31,7.66,6.90,7.43,9.75,10.60
2048,8.32,2.40,11.03,3.61,7.71,10.60,9.55,4.55,9.81,10.20,7.73,7.01,7.28,9.63,10.73
2049,8.41,2.75,11.13,3.93,7.80,10.67,9.78,4.80,9.84,10.31,7.70,7.02,7.30,9.79,10.62
2050,8.46,2.78,11.20,3.88,7.80,10.86,9.81,4.76,10.01,10.56,7.72,7.03,7.43,9.87,10.72
2051,8.16,2.47,10.99,3.69,7.55,10.55,9.61,4.51,9.70,10.21,7.44,6.78,7.12,9.55,10.46
2052,8.46,2.71,11.24,3.98,7.86,10.83,9.88,4.80,10.01,10.54,7.75,7.14,7.46,9.82,10.73
2053,8.33,2.41,11.03,3.59,7.66,10.70,9.63,4.53,9.89,10.41,7.72,6.90,7.30,9.73,10.58
2054,8.33,2.48,11.25,3.74,7.63,10.73,9.66,4.60,9.92,10.37,7.47,6.92,7.26,9.79,10.61
2055,8.55,2.79,11.31,4.09,7.87,10.79,9.96,4.94,10.00,10.45,7.94,7.27,7.51,9.97,10.94
2056,8.57,2.80,11.32,3.94,7.97,10.83,9.92,4.90,10.06,10.41,7.81,7.22,7.45,9.96,10.91
2057,8.58,2.89,11.37,3.99,7.99,10.90,10.05,4.95,10.05,10.60,7.84,7.21,7.49,9.94,10.90
2058,8.57,2.68,11.34,3.90,7.86,10.85,9.95,4.83,10.09,10.47,7.80,7.16,7.47,10.06,10.86
2059,8.42,2.85,11.35,3.96,7.62,10.82,9.76,4.81,9.98,10.46,7.73,7.05,7.41,9.89,10.74
2060,8.14,2.39,10.93,3.53,7.51,10.44,9.43,4.39,9.65,10.14,7.42,6.65,7.05,9.57,10.29
2061,8.36,2.91,11.03,4.05,7.66,10.64,9.55,4.88,9.82,10.33,7.84,7.16,7.41,9.68,10.83
2062,8.69,2.98,11.43,4.24,7.94,11.02,9.87,5.16,10.28,10.65,8.17,7.48,7.77,10.08,11.13
2063,8.42,2.53,11.12,3.79,7.72,10.69,9.70,4.72,9.95,10.45,7.75,7.10,7.43,9.82,10.81
2064,8.41,2.52,11.12,3.70,7.82,10.61,9.62,4.63,9.82,10.29,7.70,7.00,7.41,9.75,10.81
2065,8.45,2.48,11.32,3.72,7.78,10.73,9.89,4.67,9.96,10.27,7.76,6.99,7.38,9.94,10.70
2066,8.60,2.82,11.46,3.96,7.91,10.92,9.93,4.86,10.12,10.54,7.83,7.16,7.54,10.03,10.86
2067,8.40,2.78,11.14,3.90,7.74,10.67,9.75,4.85,9.86,10.35,7.71,7.13,7.29,9.76,10.85
2068,8.54,2.63,11.15,3.76,7.99,10.67,9.92,4.64,9.88,10.21,7.62,6.97,7.27,9.97,10.66
2069,8.43,2.86,11.18,4.00,7.69,10.89,9.74,4.88,10.13,10.59,7.79,7.14,7.50,9.81,10.77
2070,8.55,2.69,11.14,3.86,7.97,10.79,9.86,4.77,10.00,10.61,7.84,7.16,7.46,9.90,10.84
2071,8.28,2.33,11.11,3.50,7.66,10.69,9.63,4.52,9.83,10.18,7.59,6.91,7.20,9.65,10.58
2072,8.09,2.54,11.07,3.71,7.38,10.73,9.35,4.48,9.83,10.20,7.67,6.78,7.23,9.42,10.33
2073,8.38,2.57,11.18,3.85,7.73,10.78,9.63,4.65,9.98,10.32,7.72,6.98,7.40,9.77,10.61
2074,8.49,3.02,11.32,4.16,7.72,10.85,9.90,5.00,10.07,10.46,7.94,7.26,7.62,9.91,10.97
2075,8.31,2.50,11.09,3.66,7.64,10.66,9.63,4.60,9.89,10.29,7.71,7.02,7.23,9.69,10.72
2076,8.71,2.41,11.31,3.65,8.13,10.93,9.94,4.74,10.08,10.38,7.90,7.24,7.55,10.10,11.01
2077,8.49,2.60,11.32,3.94,7.89,10.80,9.98,4.84,10.02,10.39,7.84,7.27,7.52,9.84,10.96
2078,8.44,2.57,11.14,3.79,7.83,10.64,9.85,4.75,9.81,10.42,7.73,7.09,7.32,9.79,10.75
2079,8.61,2.81,11.48,3.98,7.79,11.01,9.89,4.90,10.26,10.55,7.89,7.22,7.58,10.16,10.91
2080,8.52,2.64,11.29,3.80,7.82,10.81,9.79,4.79,10.07,10.47,7.75,7.13,7.48,9.96,10.90
2081,8.77,2.92,11.60,4.09,8.03,11.19,10.05,5.02,10.35,10.73,8.11,7.40,7.81,10.22,11.13
2082,8.63,2.85,11.39,4.06,7.91,10.93,9.93,4.99,10.13,10.56,7.95,7.33,7.58,10.07,11.03
2083,8.58,2.67,11.19,3.83,8.03,10.69,9.86,4.73,9.93,10.44,7.88,7.10,7.42,9.93,10.76
2084,8.58,2.55,11.36,3.79,7.91,10.95,9.92,4.75,10.12,10.51,7.90,7.13,7.51,10.05,10.86
2085,8.69,2.79,11.39,4.03,8.04,11.01,9.96,4.98,10.30,10.67,8.09,7.40,7.72,10.03,11.04
2086,8.61,2.73,11.29,3.82,8.01,10.91,9.72,4.75,10.07,10.46,7.82,7.16,7.49,9.98,10.92
2087,8.49,2.68,11.14,3.88,7.89,10.89,9.79,4.77,10.03,10.55,7.84,7.12,7.50,9.83,10.73
2088,8.37,2.63,10.99,3.76,7.77,10.69,9.60,4.58,9.84,10.54,7.72,6.91,7.30,9.69,10.66
2089,8.38,2.54,11.08,3.68,7.71,10.67,9.65,4.59,9.91,10.41,7.78,7.06,7.42,9.73,10.88
2090,8.43,2.69,11.13,3.86,7.66,10.94,9.65,4.96,10.12,10.66,7.97,7.26,7.55,9.79,10.97
2091,8.63,2.68,11.38,3.84,8.04,10.83,9.93,4.75,10.07,10.44,7.71,7.09,7.43,10.04,10.83
2092,8.25,2.58,11.05,3.73,7.57,10.68,9.51,4.59,9.86,10.27,7.64,7.00,7.30,9.60,10.67
2093,8.44,2.60,11.23,3.81,7.68,10.82,9.81,4.84,9.96,10.57,7.98,7.25,7.51,9.87,10.87
2094,8.71,2.76,11.45,3.88,8.04,11.00,10.06,4.84,10.19,10.60,7.87,7.24,7.64,10.15,10.92
2095,8.31,2.32,11.08,3.45,7.77,10.62,9.52,4.44,9.76,10.21,7.55,6.88,7.21,9.62,10.61
2096,8.33,2.36,11.16,3.51,7.64,10.69,9.71,4.44,9.89,10.29,7.70,6.96,7.42,9.79,10.69
2097,8.23,2.35,11.01,3.55,7.58,10.53,9.56,4.49,9.75,10.19,7.45,6.82,7.15,9.67,10.51
2098,8.49,2.71,11.23,3.92,7.83,10.88,9.85,4.82,10.13,10.38,7.77,7.14,7.45,9.89,10.82
2099,8.35,2.68,11.16,3.72,7.66,10.73,9.75,4.59,9.94,10.30,7.55,6.87,7.30,9.78,10.63
2100,8.33,2.46,11.09,3.64,7.75,10.60,9.65,4.46,9.82,10.17,7.47,6.81,7.16,9.73,10.50
