Variable:,tas
,Ethiopia,"Addis Ababa",Afar,Amhara,"Beneshangul Gumu","Dire Dawa",Gambela,Hareri,SNNPR,Tigray,Oromia,Somali
2040,23.99,18.12,25.66,21.21,25.39,22.68,29.00,22.30,23.92,23.98,21.74,27.01
2041,24.11,18.20,25.76,21.30,25.47,22.83,28.98,22.42,24.07,24.10,21.83,27.17
2042,24.22,18.28,25.89,21.39,25.55,23.18,29.04,22.84,24.10,24.17,21.92,27.36
2043,24.15,18.22,25.89,21.31,25.50,22.96,29.20,22.60,24.12,24.13,21.87,27.23
2044,24.12,18.13,25.83,21.32,25.56,22.88,29.05,22.56,24.01,24.11,21.79,27.20
2045,24.06,18.14,25.73,21.21,25.37,22.95,28.90,22.64,23.99,24.01,21.79,27.14
2046,24.13,18.16,25.82,21.25,25.53,22.83,29.06,22.53,24.10,24.07,21.82,27.24
2047,24.18,18.18,25.87,21.29,25.43,23.09,28.97,22.83,24.00,24.18,21.88,27.33
2048,24.19,18.18,25.95,21.34,25.48,23.05,29.00,22.70,24.04,24.13,21.89,27.29
2049,24.19,18.27,25.92,21.39,25.56,22.99,29.14,22.66,24.10,24.23,21.88,27.24
2050,24.29,18.35,26.02,21.48,25.70,23.14,29.25,22.79,24.19,24.30,21.97,27.37
2051,24.23,18.23,25.97,21.37,25.59,23.08,29.17,22.78,24.07,24.22,21.89,27.34
2052,24.21,18.31,25.91,21.42,25.55,23.08,29.06,22.74,24.10,24.18,21.89,27.32
2053,24.25,18.38,25.92,21.51,25.69,23.02,29.19,22.64,24.15,24.26,21.97,27.29
2054,24.20,18.24,25.87,21.33,25.50,22.98,29.00,22.65,23.99,24.12,21.87,27.40
2055,24.27,18.44,25.95,21.44,25.56,23.18,29.11,22.83,24.22,24.13,22.01,27.37
2056,24.20,18.21,25.89,21.38,25.59,23.02,29.04,22.69,24.10,24.23,21.89,27.29
2057,24.27,18.27,26.01,21.46,25.66,23.12,29.19,22.79,24.13,24.25,21.97,27.37
2058,24.32,18.47,26.02,21.39,25.54,23.30,29.19,22.94,24.32,24.23,22.08,27.44
2059,24.29,18.31,26.08,21.50,25.59,23.21,29.11,22.83,24.19,24.40,21.95,27.34
2060,24.25,18.29,25.90,21.35,25.55,23.08,29.09,22.80,24.11,24.20,21.95,27.40
2061,24.24,18.28,25.98,21.36,25.52,23.14,28.95,22.83,24.06,24.15,21.94,27.38
2062,24.32,18.26,26.07,21.46,25.65,23.18,29.22,22.86,24.20,24.30,22.02,27.43
2063,24.25,18.32,25.92,21.39,25.61,23.04,29.27,22.66,24.24,24.20,22.00,27.31
2064,24.23,18.33,26.00,21.41,25.63,23.10,29.11,22.75,24.08,24.24,21.94,27.27
2065,24.22,18.31,26.01,21.35,25.50,23.20,29.06,22.88,24.02,24.20,21.92,27.31
2066,24.32,18.25,26.12,21.57,25.78,23.00,29.38,22.63,24.22,24.43,21.96,27.35
2067,24.27,18.34,26.06,21.55,25.74,23.01,29.25,22.65,24.19,24.27,22.00,27.25
2068,24.27,18.42,25.92,21.46,25.66,22.96,29.15,22.61,24.18,24.19,22.01,27.35
2069,24.30,18.36,26.06,21.44,25.58,23.15,29.09,22.82,24.15,24.24,21.96,27.43
2070,24.38,18.25,26.23,21.59,25.71,23.35,29.21,22.96,24.20,24.46,22.05,27.43
2071,24.33,18.37,26.10,21.55,25.61,23.20,29.03,22.91,24.07,24.34,21.99,27.46
2072,24.32,18.37,26.03,21.56,25.76,23.08,29.20,22.71,24.10,24.44,21.99,27.40
2073,24.23,18.24,25.99,21.40,25.69,22.99,29.23,22.64,24.14,24.24,21.91,27.30
2074,24.27,18.40,26.12,21.52,25.77,22.91,29.34,22.58,24.21,24.35,21.94,27.26
2075,24.23,18.30,25.83,21.38,25.65,22.97,29.19,22.59,24.05,24.12,21.96,27.39
2076,24.30,18.32,25.96,21.39,25.78,23.20,29.33,22.87,24.16,24.25,22.05,27.39
2077,24.33,18.32,26.05,21.38,25.61,23.16,29.30,22.85,24.21,24.23,22.03,27.49
2078,24.27,18.46,26.06,21.47,25.64,23.00,29.11,22.73,24.15,24.34,21.99,27.29
2079,24.32,18.36,26.00,21.50,25.65,23.23,28.98,22.92,24.07,24.31,22.01,27.46
2080,24.27,18.26,25.96,21.49,25.61,23.10,29.18,22.73,24.16,24.32,21.92,27.40
2081,24.31,18.29,26.07,21.48,25.68,23.25,29.31,22.82,24.25,24.27,21.99,27.39
2082,24.37,18.41,26.05,21.56,25.82,23.21,29.35,22.87,24.28,24.33,22.03,27.49
2083,24.30,18.26,26.04,21.49,25.61,23.23,29.20,22.85,24.14,24.29,21.94,27.47
2084,24.31,18.38,26.03,21.47,25.67,23.13,29.21,22.75,24.21,24.20,22.01,27.42
2085,24.26,18.27,26.05,21.50,25.66,23.04,29.13,22.65,24.12,24.32,21.93,27.31
2086,24.31,18.28,26.16,21.49,25.65,23.11,29.31,22.70,24.16,24.40,21.95,27.39
2087,24.15,18.21,25.88,21.27,25.52,22.97,29.08,22.60,24.09,24.14,21.85,27.21
2088,24.24,18.18,26.07,21.40,25.52,23.11,29.03,22.80,24.03,24.23,21.90,27.39
2089,24.15,18.27,25.85,21.37,25.51,23.03,29.02,22.67,23.92,24.06,21.83,27.28
2090,24.18,18.14,25.92,21.42,25.60,22.98,29.18,22.67,24.01,24.29,21.86,27.21
2091,24.27,18.30,26.01,21.47,25.65,23.10,29.19,22.75,24.16,24.30,21.91,27.37
2092,24.23,18.25,25.94,21.39,25.61,23.04,29.00,22.72,24.00,24.18,21.89,27.37
2093,24.12,18.18,25.84,21.29,25.51,22.92,28.94,22.57,23.89,24.13,21.81,27.24
2094,24.29,18.27,26.00,21.50,25.61,23.23,29.17,22.91,24.10,24.32,21.94,27.42
2095,24.19,18.29,25.98,21.45,25.53,23.06,29.02,22.74,23.99,24.32,21.87,27.20
2096,24.11,18.12,25.79,21.31,25.52,22.97,29.01,22.64,23.93,24.02,21.81,27.22
2097,24.11,18.20,25.75,21.21,25.43,22.81,29.10,22.40,23.98,23.88,21.85,27.28
2098,24.21,18.20,25.97,21.35,25.50,23.05,29.21,22.71,24.16,24.24,21.89,27.33
2099,24.19,18.27,26.03,21.50,25.65,22.87,29.29,22.55,24.06,24.36,21.81,27.16
2100,24.21,18.20,25.95,21.42,25.60,22.98,29.26,22.63,24.14,24.22,21.88,27.28
