Variable:,tasmin
,Peru,Amazonas,Ancash,Apurímac,Arequipa,Ayacucho,Cajamarca,Callao,Cusco,Huancavelica,Huánuco,Ica,Junín,"La Libertad",Lambayeque,Lima,Loreto,"Madre de Dios",Moquegua,Pasco,Piura,Puno,"San Martín",Tacna,Tumbes,Ucayali
2035,14.67,11.67,13.00,1.50,11.97,7.56,13.58,5.04,5.03,6.37,6.75,16.34,6.26,13.23,18.42,14.06,21.61,16.37,12.22,8.14,17.79,1.33,12.01,14.11,18.26,19.86
2036,14.39,11.41,12.95,1.12,11.79,7.30,13.41,4.89,4.71,6.15,6.59,16.27,6.11,13.08,18.49,13.97,21.30,16.06,12.03,8.09,17.94,1.10,11.54,13.93,18.45,19.54
2037,14.47,11.52,13.09,1.26,11.99,7.56,13.56,5.21,4.75,6.37,6.61,16.67,6.10,13.32,18.68,14.21,21.35,16.08,12.39,8.06,18.05,1.20,11.73,14.29,18.61,19.61
2038,14.73,11.83,13.13,1.43,11.95,7.57,13.72,5.27,5.09,6.44,6.95,16.45,6.43,13.35,18.53,14.14,21.64,16.49,12.19,8.42,17.90,1.37,12.01,14.14,18.36,20.01
2039,14.47,11.47,12.96,1.06,11.72,7.30,13.54,5.07,4.75,6.17,6.63,16.33,6.04,13.22,18.57,14.04,21.43,16.10,12.01,8.04,17.93,1.21,11.77,13.94,18.44,19.63
2040,14.55,11.56,13.04,1.19,11.80,7.39,13.55,4.97,4.90,6.31,6.81,16.33,6.23,13.22,18.44,14.01,21.45,16.22,12.05,8.23,17.88,1.24,11.85,13.99,18.39,19.79
2041,14.57,11.58,12.90,1.35,12.05,7.56,13.47,5.28,5.02,6.34,6.59,16.55,6.06,13.13,18.47,14.04,21.44,16.38,12.34,8.01,17.95,1.43,11.78,14.29,18.57,19.78
2042,14.42,11.50,12.87,1.22,11.58,7.28,13.44,4.98,4.80,6.20,6.63,16.09,6.07,12.99,18.20,13.80,21.34,16.09,11.87,8.05,17.63,1.18,11.75,13.77,18.13,19.55
2043,14.25,11.29,12.58,0.96,11.49,7.10,13.14,4.71,4.61,5.92,6.46,15.99,5.91,12.77,18.00,13.64,21.19,16.00,11.74,7.89,17.44,0.87,11.55,13.67,18.00,19.47
2044,14.55,11.50,13.03,1.22,11.85,7.42,13.46,5.15,4.89,6.24,6.67,16.59,6.15,13.20,18.47,14.12,21.46,16.32,12.11,8.11,17.88,1.21,11.85,14.09,18.36,19.83
2045,14.69,11.64,13.41,1.68,12.34,7.95,13.72,5.48,5.12,6.76,6.93,16.99,6.42,13.49,18.68,14.60,21.47,16.32,12.61,8.34,18.10,1.52,11.92,14.54,18.62,19.84
2046,14.59,11.63,13.09,1.34,11.78,7.53,13.58,5.12,4.96,6.35,6.90,16.46,6.38,13.22,18.43,14.10,21.42,16.35,12.10,8.35,17.83,1.25,11.99,14.05,18.26,19.85
2047,14.79,11.85,13.32,1.55,12.06,7.68,13.88,5.26,5.10,6.55,6.95,16.68,6.45,13.59,18.76,14.36,21.75,16.28,12.32,8.37,18.07,1.35,12.22,14.27,18.57,20.05
2048,14.75,11.75,12.99,1.29,11.85,7.43,13.63,4.93,5.13,6.25,6.94,16.27,6.35,13.30,18.62,13.98,21.75,16.51,12.06,8.37,18.00,1.25,12.06,13.92,18.62,20.11
2049,14.39,11.37,12.87,1.21,11.73,7.33,13.29,5.09,4.83,6.13,6.60,16.26,6.03,12.99,18.22,13.94,21.27,16.08,12.05,8.00,17.61,1.25,11.67,13.98,18.08,19.56
2050,14.55,11.57,13.05,1.27,11.76,7.45,13.55,5.11,4.88,6.28,6.71,16.39,6.17,13.20,18.24,14.05,21.49,16.19,12.06,8.17,17.72,1.25,11.77,13.97,18.27,19.75
2051,14.76,11.82,13.20,1.40,11.89,7.57,13.67,5.16,5.12,6.50,7.00,16.57,6.50,13.39,18.57,14.27,21.74,16.37,12.17,8.49,17.94,1.35,12.16,14.16,18.48,19.98
2052,14.56,11.52,13.08,1.24,11.78,7.41,13.57,5.00,4.97,6.26,6.80,16.34,6.27,13.26,18.53,14.09,21.42,16.27,12.05,8.28,17.94,1.22,11.85,13.97,18.47,19.91
2053,14.46,11.54,13.02,1.27,11.85,7.47,13.54,4.98,4.90,6.36,6.72,16.58,6.21,13.25,18.57,14.12,21.30,16.14,11.93,8.15,17.95,1.18,11.85,13.93,18.46,19.63
2054,14.47,11.48,13.00,1.35,11.91,7.46,13.49,5.29,4.96,6.31,6.64,16.43,6.11,13.21,18.52,14.12,21.29,16.12,12.21,8.07,17.90,1.38,11.74,14.13,18.45,19.66
2055,14.43,11.51,12.88,1.23,11.64,7.26,13.40,4.90,4.83,6.16,6.66,16.14,6.13,13.08,18.25,13.86,21.32,16.14,11.93,8.07,17.61,1.12,11.75,13.88,18.05,19.63
2056,14.55,11.44,12.93,1.23,11.84,7.49,13.32,5.09,4.91,6.45,6.70,16.52,6.35,13.10,18.24,14.17,21.50,16.22,12.13,8.25,17.64,1.25,11.75,14.05,18.18,19.74
2057,14.40,11.42,13.03,0.96,11.79,7.30,13.41,4.96,4.61,6.15,6.53,16.53,5.97,13.16,18.35,14.02,21.32,16.12,12.09,7.98,17.79,1.08,11.71,14.11,18.32,19.65
2058,14.58,11.60,13.15,1.25,11.94,7.51,13.66,5.21,4.84,6.36,6.81,16.71,6.24,13.31,18.65,14.20,21.48,16.28,12.22,8.19,18.02,1.24,11.87,14.11,18.47,19.76
2059,14.65,11.77,13.20,1.35,11.90,7.49,13.76,5.26,4.98,6.39,6.94,16.45,6.34,13.40,18.67,14.18,21.50,16.34,12.17,8.32,18.01,1.41,12.02,14.04,18.47,19.87
2060,14.27,11.21,12.88,1.16,11.63,7.23,13.46,5.12,4.66,6.10,6.30,16.20,5.90,13.19,18.59,14.00,21.16,15.98,11.98,7.76,17.85,1.10,11.39,13.90,18.44,19.33
2061,14.52,11.54,13.20,1.18,11.92,7.47,13.66,5.03,4.76,6.32,6.65,16.68,6.14,13.41,18.80,14.28,21.48,16.14,12.18,8.07,18.08,1.08,11.77,14.12,18.50,19.65
2062,14.61,11.63,13.27,1.28,11.94,7.52,13.71,5.23,5.04,6.55,6.80,16.72,6.44,13.37,18.73,14.42,21.45,16.27,12.28,8.30,18.15,1.39,11.86,14.16,18.64,19.78
2063,14.72,11.76,13.21,1.43,12.01,7.61,13.70,5.16,5.07,6.51,6.95,16.59,6.42,13.38,18.60,14.27,21.60,16.50,12.29,8.34,18.08,1.36,12.08,14.13,18.54,19.92
2064,14.33,11.22,12.87,1.06,11.66,7.20,13.29,4.97,4.77,6.11,6.47,16.33,6.00,13.06,18.39,13.97,21.18,16.09,12.03,7.92,17.76,1.19,11.56,13.81,18.33,19.52
2065,14.14,11.18,12.54,0.86,11.40,6.97,13.13,4.71,4.56,5.80,6.30,15.93,5.74,12.76,18.05,13.59,21.05,15.88,11.83,7.78,17.41,0.88,11.37,13.63,17.97,19.33
2066,14.43,11.52,13.03,1.00,11.74,7.33,13.55,4.93,4.75,6.22,6.64,16.41,6.16,13.22,18.47,14.11,21.31,16.20,12.06,8.17,17.91,1.06,11.72,13.98,18.37,19.64
2067,14.62,11.73,13.24,1.19,11.80,7.39,13.76,5.13,4.86,6.26,6.74,16.42,6.25,13.50,18.86,14.29,21.48,16.45,12.12,8.23,18.22,1.27,11.92,13.98,18.76,19.96
2068,14.69,11.69,13.16,1.42,11.83,7.38,13.72,5.25,5.16,6.18,6.94,16.33,6.31,13.43,18.62,14.09,21.53,16.50,12.16,8.36,17.95,1.49,12.14,14.16,18.48,20.01
2069,14.43,11.49,12.97,1.24,11.77,7.46,13.52,5.12,4.81,6.23,6.59,16.43,6.05,13.18,18.47,14.00,21.25,16.22,12.19,8.12,17.83,1.23,11.70,14.02,18.34,19.64
2070,14.54,11.70,13.14,1.25,11.89,7.43,13.68,5.19,4.89,6.30,6.70,16.57,6.20,13.36,18.43,14.12,21.45,16.11,12.18,8.13,17.87,1.24,11.92,14.04,18.41,19.67
2071,14.80,11.85,13.10,1.34,11.88,7.66,13.74,5.25,5.14,6.62,6.92,16.55,6.48,13.25,18.45,14.17,21.72,16.55,12.16,8.41,18.00,1.54,12.06,14.02,18.55,20.03
2072,14.23,11.27,12.64,0.83,11.46,7.01,13.18,4.81,4.58,5.90,6.46,16.06,5.88,12.87,18.10,13.68,21.16,15.95,11.80,7.92,17.56,0.92,11.56,13.73,18.11,19.49
2073,14.51,11.59,13.03,1.31,11.82,7.44,13.54,5.16,4.84,6.33,6.69,16.49,6.22,13.22,18.52,14.12,21.39,16.21,12.12,8.18,17.99,1.24,11.79,14.05,18.57,19.69
2074,14.65,11.67,13.20,1.36,12.02,7.61,13.70,5.27,5.07,6.44,6.77,16.73,6.20,13.45,18.83,14.36,21.54,16.36,12.40,8.15,18.14,1.41,11.90,14.31,18.63,19.86
2075,14.36,11.35,12.88,1.14,11.53,7.24,13.42,5.00,4.79,6.15,6.49,16.08,5.98,13.04,18.31,13.87,21.24,16.10,11.92,7.92,17.75,1.15,11.55,13.85,18.28,19.54
2076,14.46,11.40,12.98,1.00,11.60,7.20,13.39,4.97,4.77,6.12,6.74,16.28,6.16,13.13,18.44,13.93,21.35,16.34,11.89,8.19,17.81,1.06,11.74,13.80,18.31,19.84
2077,14.51,11.52,12.91,1.20,11.68,7.32,13.43,5.13,4.88,6.31,6.70,16.23,6.25,13.08,18.25,13.95,21.47,16.18,11.97,8.13,17.67,1.21,11.83,13.88,18.12,19.73
2078,14.22,11.21,13.03,1.03,11.91,7.39,13.41,5.08,4.60,6.21,6.41,16.56,5.88,13.19,18.41,14.15,21.01,15.86,12.29,7.88,17.80,1.08,11.48,14.22,18.47,19.36
2079,14.55,11.64,13.24,1.28,11.84,7.54,13.77,5.18,4.89,6.52,6.72,16.54,6.31,13.55,18.81,14.35,21.39,16.20,12.30,8.20,18.12,1.29,11.78,14.14,18.56,19.67
2080,14.65,11.68,13.21,1.30,11.95,7.48,13.70,5.13,4.98,6.36,6.82,16.57,6.23,13.48,18.66,14.21,21.58,16.38,12.19,8.23,17.93,1.24,12.02,14.15,18.39,19.89
2081,14.35,11.50,12.95,1.07,11.78,7.34,13.55,4.93,4.66,6.17,6.50,16.47,5.95,13.18,18.53,14.04,21.23,16.00,12.07,7.91,17.88,0.99,11.58,13.97,18.41,19.58
2082,14.44,11.51,13.08,1.18,11.89,7.41,13.56,5.07,4.78,6.32,6.65,16.56,6.12,13.20,18.51,14.21,21.32,16.10,12.14,8.08,17.80,1.12,11.69,14.14,18.25,19.57
2083,14.55,11.74,13.34,1.21,11.88,7.52,13.82,5.12,4.91,6.41,6.80,16.70,6.27,13.52,18.83,14.36,21.38,16.23,12.28,8.27,18.18,1.22,11.89,14.18,18.49,19.73
2084,14.36,11.38,13.06,1.04,12.00,7.40,13.40,5.03,4.71,6.23,6.50,16.64,6.05,13.16,18.56,14.23,21.20,16.09,12.31,8.04,17.83,1.03,11.55,14.28,18.35,19.52
2085,14.14,11.08,12.62,0.90,11.57,7.07,13.01,4.82,4.53,5.94,6.32,16.12,5.76,12.75,17.98,13.72,21.03,15.83,11.94,7.70,17.41,0.98,11.35,13.81,17.97,19.28
2086,14.33,11.53,12.74,0.80,11.44,7.04,13.35,4.84,4.65,5.99,6.51,16.24,6.02,12.95,18.23,13.78,21.32,16.01,11.83,8.00,17.77,0.99,11.64,13.67,18.36,19.48
2087,14.64,11.77,13.22,1.27,11.92,7.56,13.78,5.15,4.96,6.41,6.86,16.74,6.34,13.43,18.78,14.32,21.53,16.39,12.20,8.34,18.15,1.17,12.05,14.15,18.58,19.86
2088,14.25,11.32,12.70,0.91,11.58,7.12,13.24,4.76,4.61,6.00,6.51,16.20,5.93,12.88,18.13,13.82,21.13,16.01,11.89,7.94,17.46,0.93,11.62,13.90,17.93,19.51
2089,14.11,11.24,12.61,0.74,11.39,6.95,13.15,4.63,4.47,5.87,6.28,16.10,5.81,12.80,18.10,13.72,21.05,15.78,11.64,7.73,17.49,0.81,11.41,13.60,18.01,19.27
2090,14.33,11.34,12.90,1.10,11.82,7.36,13.40,5.03,4.70,6.25,6.51,16.52,6.11,13.11,18.45,14.08,21.15,16.00,12.24,8.01,17.88,1.13,11.58,14.14,18.43,19.53
2091,14.53,11.52,13.02,1.03,11.78,7.30,13.48,5.07,4.79,6.26,6.72,16.38,6.22,13.22,18.56,14.05,21.42,16.36,12.24,8.20,17.92,1.26,11.78,14.06,18.44,19.78
2092,14.24,11.13,12.65,0.87,11.51,7.04,13.07,4.78,4.73,5.89,6.39,16.09,5.81,12.84,18.06,13.67,21.19,15.99,11.84,7.81,17.45,1.04,11.49,13.79,17.98,19.48
2093,14.18,11.27,12.65,0.66,11.34,6.96,13.26,4.59,4.45,5.98,6.41,16.04,5.90,12.87,18.15,13.72,21.15,15.84,11.77,7.85,17.58,0.75,11.48,13.61,18.15,19.39
2094,14.50,11.62,13.00,1.03,11.74,7.29,13.60,4.97,4.81,6.22,6.73,16.39,6.20,13.24,18.57,14.05,21.41,16.20,12.03,8.19,17.96,1.13,11.81,13.94,18.48,19.74
2095,14.33,11.40,12.80,0.97,11.62,7.14,13.30,4.87,4.64,6.04,6.49,16.24,5.98,12.95,18.19,13.85,21.24,16.07,12.01,7.98,17.48,0.98,11.63,14.00,18.04,19.58
2096,14.26,11.33,12.76,0.88,11.52,7.05,13.29,4.96,4.64,5.94,6.45,16.16,5.90,12.95,18.17,13.81,21.14,15.98,11.80,7.93,17.60,1.06,11.53,13.73,18.21,19.47
2097,14.08,11.08,12.55,0.78,11.32,6.91,13.08,4.78,4.47,5.77,6.32,15.99,5.74,12.77,18.05,13.55,20.95,15.77,11.75,7.74,17.40,0.88,11.42,13.71,17.93,19.29
2098,14.27,11.41,12.66,0.95,11.49,7.05,13.25,4.90,4.69,6.03,6.59,16.15,6.07,12.84,18.12,13.80,21.11,15.98,11.94,8.09,17.59,1.11,11.58,13.81,18.06,19.48
2099,14.30,11.43,12.82,0.96,11.58,7.13,13.38,4.84,4.61,6.09,6.53,16.24,6.01,12.96,18.29,13.93,21.17,15.98,11.98,7.95,17.67,1.06,11.63,13.99,18.20,19.47
2100,14.45,11.56,13.11,1.04,11.71,7.27,13.60,5.04,4.73,6.15,6.64,16.43,6.09,13.29,18.50,14.08,21.39,16.09,12.00,8.08,17.91,1.08,11.77,13.92,18.46,19.61
