Variable:,tasmin
,Slovenia,Gorenjska,Goriska,"Jugovzodna Slovenija",Koroska,Notranjsko-kraska,Obalno-kraska,Osrednjeslovenska,Podravska,Pomurska,Savinjska,Spodnjeposavska,Zasavska
2032,6.28,6.44,9.74,8.48,6.09,10.41,12.56,7.53,6.59,8.21,6.13,6.61,6.04
2033,6.27,6.47,9.75,8.30,6.05,10.27,12.40,7.48,6.54,8.17,6.09,6.45,6.00
2034,6.48,6.66,9.93,8.64,6.30,10.53,12.64,7.71,6.81,8.44,6.34,6.81,6.25
2035,6.35,6.51,9.77,8.40,6.18,10.34,12.54,7.55,6.68,8.31,6.22,6.57,6.12
2036,6.33,6.57,9.98,8.35,6.15,10.42,12.72,7.58,6.64,8.24,6.19,6.45,6.09
2037,6.50,6.64,9.96,8.57,6.30,10.48,12.72,7.68,6.81,8.45,6.33,6.76,6.24
2038,6.25,6.43,9.71,8.25,6.04,10.24,12.42,7.45,6.52,8.15,6.07,6.39,5.99
2039,6.27,6.33,9.67,8.29,6.05,10.25,12.53,7.40,6.59,8.25,6.09,6.46,5.98
2040,6.16,6.41,9.72,8.29,5.94,10.23,12.39,7.42,6.41,8.05,5.97,6.41,5.90
2041,6.07,6.24,9.52,8.06,5.86,10.02,12.23,7.25,6.35,7.97,5.90,6.23,5.81
2042,5.77,5.88,9.13,7.70,5.57,9.59,11.81,6.87,6.08,7.68,5.61,5.93,5.50
2043,6.33,6.51,9.72,8.24,6.15,10.18,12.41,7.50,6.63,8.22,6.18,6.45,6.10
2044,5.68,5.89,9.27,7.79,5.51,9.68,11.97,6.88,5.99,7.48,5.54,5.97,5.45
2045,6.45,6.62,9.89,8.39,6.26,10.33,12.56,7.60,6.76,8.39,6.30,6.59,6.21
2046,6.31,6.50,9.77,8.39,6.13,10.33,12.48,7.53,6.63,8.23,6.17,6.56,6.08
2047,6.05,6.25,9.56,8.15,5.85,10.09,12.29,7.28,6.34,7.95,5.89,6.30,5.80
2048,6.26,6.43,9.66,8.18,6.10,10.12,12.31,7.41,6.61,8.19,6.14,6.40,6.04
2049,5.88,6.06,9.33,7.88,5.68,9.85,12.05,7.08,6.17,7.75,5.72,6.04,5.63
2050,5.84,5.98,9.25,7.97,5.66,9.88,12.04,7.05,6.17,7.79,5.70,6.14,5.60
2051,6.11,6.27,9.53,8.15,5.95,10.08,12.25,7.30,6.46,8.05,5.99,6.34,5.89
2052,6.28,6.46,9.72,8.19,6.06,10.10,12.33,7.41,6.56,8.28,6.09,6.41,6.01
2053,5.69,5.87,9.33,7.86,5.49,9.73,12.08,6.88,6.02,7.74,5.53,6.03,5.42
2054,6.35,6.43,9.64,8.49,6.17,10.43,12.52,7.57,6.71,8.39,6.21,6.64,6.11
2055,6.11,6.28,9.47,8.09,5.96,10.01,12.17,7.29,6.45,8.00,6.00,6.31,5.90
2056,6.28,6.44,9.73,8.30,6.08,10.25,12.46,7.46,6.57,8.15,6.12,6.47,6.03
2057,5.95,6.20,9.59,8.19,5.75,10.16,12.41,7.27,6.22,7.83,5.79,6.27,5.71
2058,6.17,6.27,9.57,8.20,5.95,10.14,12.33,7.32,6.48,8.15,5.99,6.38,5.89
2059,6.20,6.48,9.82,8.41,6.03,10.35,12.54,7.51,6.49,8.03,6.07,6.53,5.99
2060,5.57,5.87,9.36,8.02,5.39,10.04,12.31,7.01,5.82,7.34,5.42,6.01,5.34
2061,6.29,6.38,9.64,8.37,6.12,10.25,12.41,7.44,6.66,8.27,6.17,6.59,6.06
2062,6.16,6.30,9.55,8.31,5.95,10.20,12.27,7.37,6.45,8.06,5.99,6.47,5.90
2063,6.38,6.39,9.63,8.43,6.19,10.28,12.37,7.46,6.76,8.44,6.24,6.68,6.11
2064,5.97,6.16,9.45,8.19,5.77,10.11,12.26,7.25,6.25,7.92,5.80,6.32,5.72
2065,6.20,6.31,9.65,8.33,5.98,10.26,12.49,7.39,6.50,8.15,6.02,6.47,5.92
2066,5.89,6.04,9.29,7.82,5.73,9.84,12.09,7.08,6.21,7.71,5.77,5.99,5.67
2067,6.12,6.29,9.47,8.25,5.95,10.17,12.19,7.37,6.44,8.03,5.99,6.41,5.90
2068,6.40,6.55,9.87,8.57,6.22,10.55,12.67,7.65,6.73,8.35,6.26,6.68,6.16
2069,6.14,6.25,9.52,8.17,5.95,10.09,12.25,7.29,6.48,8.13,5.99,6.36,5.89
2070,6.23,6.40,9.69,8.42,6.08,10.40,12.63,7.52,6.56,8.05,6.12,6.53,6.03
2071,6.12,6.31,9.60,8.21,5.94,10.12,12.34,7.33,6.42,7.99,5.98,6.39,5.88
2072,6.52,6.70,9.96,8.57,6.33,10.60,12.82,7.78,6.80,8.35,6.37,6.68,6.28
2073,6.27,6.47,9.72,8.44,6.11,10.38,12.50,7.55,6.58,8.10,6.15,6.58,6.06
2074,5.72,5.87,9.29,7.70,5.47,9.68,12.09,6.87,6.01,7.81,5.51,5.84,5.42
2075,5.99,6.06,9.41,8.03,5.77,9.96,12.23,7.12,6.32,8.05,5.81,6.22,5.70
2076,6.16,6.24,9.53,8.19,5.96,10.08,12.25,7.28,6.52,8.22,6.01,6.41,5.90
2077,6.23,6.38,9.74,8.24,6.01,10.23,12.47,7.40,6.52,8.17,6.04,6.38,5.95
2078,6.46,6.60,9.85,8.50,6.27,10.44,12.57,7.64,6.79,8.44,6.31,6.68,6.21
2079,5.72,5.92,9.25,7.76,5.54,9.70,11.86,6.91,6.04,7.59,5.58,5.94,5.48
2080,6.54,6.69,10.01,8.63,6.35,10.60,12.87,7.76,6.85,8.47,6.39,6.77,6.30
2081,6.45,6.56,9.83,8.57,6.25,10.46,12.59,7.63,6.78,8.50,6.29,6.74,6.19
2082,5.98,6.18,9.44,7.98,5.81,9.95,12.21,7.20,6.30,7.88,5.85,6.15,5.76
2083,5.75,5.93,9.19,7.75,5.57,9.73,11.93,6.95,6.07,7.67,5.61,5.92,5.52
2084,6.09,6.18,9.43,8.13,5.89,10.05,12.24,7.25,6.43,8.17,5.93,6.32,5.83
2085,6.13,6.21,9.55,8.16,5.94,10.17,12.37,7.29,6.49,8.13,5.99,6.31,5.87
2086,6.22,6.39,9.70,8.28,6.03,10.28,12.41,7.43,6.53,8.09,6.07,6.41,5.97
2087,5.68,5.77,9.03,7.62,5.51,9.67,11.91,6.86,6.03,7.61,5.55,5.77,5.45
2088,5.68,5.83,9.19,7.78,5.47,9.67,11.96,6.85,5.98,7.61,5.51,5.96,5.41
2089,6.32,6.59,9.95,8.59,6.17,10.60,12.82,7.69,6.63,8.15,6.20,6.65,6.12
2090,6.19,6.39,9.70,8.25,6.03,10.19,12.39,7.40,6.53,8.15,6.07,6.42,5.97
2091,6.03,6.13,9.36,8.09,5.84,10.02,12.09,7.20,6.36,8.04,5.88,6.27,5.77
2092,5.96,6.07,9.34,7.97,5.77,9.83,12.11,7.09,6.29,7.91,5.81,6.21,5.71
2093,6.30,6.44,9.64,8.26,6.11,10.21,12.37,7.47,6.61,8.20,6.15,6.46,6.06
2094,5.50,5.78,9.20,7.81,5.30,9.79,12.02,6.86,5.76,7.39,5.33,5.86,5.26
2095,5.87,6.08,9.40,7.94,5.72,9.88,12.11,7.09,6.20,7.71,5.76,6.11,5.66
2096,6.08,6.32,9.61,8.11,5.89,10.10,12.30,7.32,6.35,7.92,5.92,6.25,5.84
2097,6.29,6.49,9.77,8.36,6.11,10.32,12.52,7.53,6.60,8.22,6.15,6.51,6.06
2098,5.76,6.01,9.31,7.86,5.57,9.82,12.02,7.03,6.03,7.56,5.61,6.00,5.53
2099,5.63,5.74,9.09,7.85,5.43,9.81,11.89,6.87,5.96,7.62,5.47,5.96,5.37
2100,5.89,5.94,9.15,7.91,5.70,9.85,11.94,7.03,6.24,7.91,5.74,6.10,5.63
