Variable:,tasmin
,Estonia,"Harju maakond","Hiiu maakond","Ida-Viru maakond","Järva maakond","Jõgeva maakond","Lääne-Viru maakond","Lääne maakond","Pärnu maakond","Põlva maakond","Rapla maakond","Saare maakond","Tartu maakond","Valga maakond","Viljandi maakond","Võru maakond","Administrative unit not available"
2068,4.33,4.80,5.79,3.87,4.54,4.15,4.00,5.41,5.28,3.96,5.14,5.84,4.01,4.26,4.61,4.12,3.72
2069,4.66,5.07,5.64,4.32,4.92,4.47,4.45,5.50,5.56,4.27,5.40,5.72,4.32,4.54,4.95,4.41,4.04
2070,4.22,4.66,5.40,3.75,4.52,4.14,3.96,5.22,5.23,3.82,5.06,5.48,3.96,4.08,4.59,3.87,3.57
2071,4.03,4.42,5.48,3.59,4.35,3.87,3.75,5.20,5.19,3.57,4.93,5.54,3.69,3.93,4.44,3.67,3.34
2072,4.12,4.69,5.46,3.69,4.36,3.83,3.85,5.20,5.06,3.52,4.93,5.51,3.65,3.78,4.34,3.57,3.30
2073,4.36,4.90,5.63,3.85,4.59,4.19,4.05,5.30,5.28,3.98,5.16,5.67,4.06,4.19,4.59,4.04,3.81
2074,4.24,4.73,5.46,3.83,4.48,4.03,3.97,5.21,5.17,3.80,5.02,5.53,3.89,4.05,4.50,3.88,3.61
2075,4.67,5.13,5.82,4.28,4.93,4.50,4.43,5.57,5.56,4.27,5.41,5.89,4.35,4.50,4.94,4.35,4.05
2076,4.50,5.02,5.70,4.11,4.73,4.28,4.30,5.40,5.29,3.98,5.19,5.76,4.12,4.24,4.71,4.04,3.77
2077,3.99,4.53,5.43,3.61,4.10,3.64,3.67,5.12,4.88,3.52,4.74,5.48,3.53,3.72,4.06,3.62,3.36
2078,4.45,4.97,5.60,4.07,4.62,4.17,4.27,5.34,5.22,3.91,5.12,5.65,4.03,4.14,4.58,3.93,3.76
2079,4.01,4.58,5.43,3.45,4.34,3.86,3.71,5.13,5.07,3.56,4.92,5.49,3.67,3.86,4.38,3.68,3.27
2080,3.93,4.41,5.33,3.39,4.23,3.83,3.64,5.03,4.97,3.56,4.78,5.39,3.67,3.85,4.27,3.65,3.33
2081,3.68,4.23,5.08,3.22,3.90,3.42,3.41,4.75,4.61,3.14,4.46,5.14,3.27,3.39,3.87,3.18,2.95
2082,3.80,4.22,5.12,3.34,4.10,3.70,3.57,4.73,4.72,3.46,4.54,5.17,3.54,3.76,4.13,3.60,3.20
2083,3.90,4.30,5.37,3.45,4.07,3.80,3.55,5.00,4.80,3.62,4.62,5.42,3.68,3.85,4.11,3.73,3.43
2084,3.89,4.43,5.47,3.32,4.22,3.75,3.57,5.05,4.94,3.47,4.76,5.53,3.57,3.86,4.25,3.65,3.18
2085,4.01,4.37,5.16,3.69,4.26,3.88,3.81,4.86,4.87,3.64,4.69,5.23,3.73,3.89,4.28,3.71,3.43
2086,4.15,4.68,5.41,3.76,4.43,4.04,3.90,5.15,5.07,3.59,4.94,5.46,3.82,3.89,4.45,3.63,3.27
2087,3.95,4.37,5.16,3.53,4.12,3.74,3.74,4.91,4.83,3.52,4.66,5.22,3.63,3.69,4.10,3.49,3.43
2088,4.01,4.50,5.21,3.65,4.26,3.77,3.82,4.88,4.84,3.54,4.71,5.26,3.62,3.83,4.24,3.65,3.31
2089,4.07,4.68,5.39,3.51,4.34,3.81,3.81,5.16,5.03,3.59,4.90,5.44,3.66,3.82,4.31,3.68,3.36
2090,4.14,4.53,5.24,3.76,4.44,4.03,3.86,5.10,5.15,3.84,4.95,5.32,3.89,4.16,4.50,4.01,3.60
2091,3.95,4.36,5.13,3.52,4.24,3.86,3.69,4.88,4.87,3.56,4.71,5.20,3.70,3.77,4.29,3.59,3.35
2092,4.07,4.51,5.15,3.68,4.30,3.91,3.86,4.99,4.97,3.70,4.80,5.22,3.78,3.97,4.29,3.83,3.48
2093,3.76,4.14,5.37,3.36,3.87,3.58,3.45,4.76,4.66,3.51,4.49,5.38,3.49,3.65,3.90,3.62,3.30
2094,4.07,4.54,5.40,3.63,4.40,3.92,3.83,5.09,5.17,3.66,4.97,5.46,3.72,3.99,4.45,3.85,3.32
2095,4.15,4.61,5.34,3.77,4.38,3.96,3.92,5.03,5.02,3.74,4.88,5.39,3.81,3.99,4.39,3.85,3.51
2096,4.38,4.81,5.63,3.96,4.62,4.24,4.19,5.28,5.28,3.96,5.12,5.68,4.09,4.27,4.63,4.07,3.74
2097,4.24,4.74,5.50,3.72,4.54,4.14,3.96,5.24,5.21,3.88,5.05,5.57,3.98,4.16,4.57,3.98,3.64
2098,4.37,4.71,5.43,3.98,4.57,4.20,4.16,5.27,5.28,4.12,5.09,5.51,4.11,4.30,4.61,4.24,3.95
2099,4.38,4.85,5.60,3.89,4.64,4.26,4.08,5.44,5.39,4.06,5.20,5.69,4.10,4.37,4.68,4.24,3.78
2100,4.03,4.47,5.30,3.70,4.21,3.74,3.82,4.99,4.92,3.51,4.76,5.36,3.62,3.73,4.20,3.52,3.40
