Variable:,tas
,Argentina,"Buenos Aires","Buenos Aires D.f.",Catamarca,Chaco,Chubut,Cordoba,Corrientes,"Entre Rios",Formosa,Jujuy,"La Pampa","La Rioja",Mendoza,Misiones,Neuquen,"Rio Negro",Salta,"San Juan","San Luis","Santa Cruz","Santa Fe","Santiago Del Estero","Tierra Del Fuego",Tucuman
2052,15.70,16.00,17.58,11.71,22.89,10.39,18.15,21.60,19.12,23.71,9.53,15.96,16.27,11.99,22.12,10.59,12.42,16.09,10.17,17.55,8.07,19.64,21.66,5.49,16.52
2053,15.83,16.07,17.58,11.69,22.94,10.56,18.38,21.68,19.11,23.80,9.54,16.27,16.38,12.35,22.11,10.88,12.63,16.05,10.32,17.82,8.17,19.76,21.73,5.43,16.56
2054,15.77,15.95,17.38,11.65,22.92,10.52,18.31,21.46,18.97,23.81,9.36,16.07,16.35,12.20,22.23,10.84,12.58,15.99,10.24,17.76,8.25,19.66,21.78,5.50,16.56
2055,15.71,16.05,17.36,11.64,22.75,10.54,18.23,21.39,18.95,23.62,9.48,16.12,16.24,12.09,22.17,10.76,12.61,15.96,10.20,17.67,8.11,19.56,21.49,5.41,16.39
2056,15.74,15.92,17.32,11.78,22.85,10.43,18.24,21.54,19.05,23.68,9.59,16.03,16.43,12.16,22.39,10.73,12.47,16.17,10.27,17.69,8.11,19.61,21.77,5.53,16.70
2057,15.83,16.13,17.53,11.76,22.88,10.59,18.39,21.59,19.23,23.78,9.41,16.14,16.36,12.25,22.40,10.88,12.57,16.06,10.27,17.83,8.22,19.83,21.72,5.52,16.62
2058,15.79,16.03,17.43,11.69,22.92,10.59,18.24,21.50,19.09,23.79,9.54,16.15,16.29,12.16,22.34,10.90,12.66,16.12,10.28,17.68,8.18,19.69,21.67,5.56,16.61
2059,15.76,15.96,17.57,11.72,22.86,10.60,18.27,21.58,19.21,23.74,9.57,15.87,16.32,12.11,22.31,10.82,12.49,16.12,10.26,17.64,8.17,19.82,21.72,5.46,16.62
2060,15.74,15.90,17.29,11.80,22.85,10.52,18.13,21.54,19.06,23.76,9.55,16.04,16.29,12.15,22.18,10.82,12.55,16.15,10.32,17.58,8.14,19.65,21.69,5.52,16.66
2061,15.74,16.00,17.45,11.71,22.70,10.53,18.30,21.51,19.20,23.56,9.55,15.98,16.24,12.11,22.23,10.71,12.47,16.01,10.20,17.68,8.23,19.78,21.64,5.55,16.51
2062,15.70,15.86,17.37,11.73,22.73,10.57,18.10,21.49,19.00,23.64,9.52,16.02,16.24,12.07,22.19,10.87,12.55,16.08,10.17,17.57,8.18,19.55,21.56,5.46,16.55
2063,15.77,16.06,17.51,11.54,22.84,10.55,18.32,21.68,19.19,23.77,9.35,16.07,16.22,12.06,22.35,10.81,12.53,15.98,10.14,17.68,8.27,19.76,21.60,5.61,16.50
2064,15.89,16.21,17.73,11.80,22.98,10.64,18.48,21.55,19.28,23.88,9.51,16.24,16.41,12.30,22.34,10.84,12.62,16.14,10.30,17.86,8.27,19.87,21.84,5.59,16.67
2065,15.82,16.05,17.49,11.65,22.90,10.64,18.31,21.58,19.18,23.93,9.51,16.13,16.36,12.21,22.50,10.82,12.63,16.06,10.23,17.76,8.30,19.76,21.56,5.40,16.48
2066,15.77,15.93,17.51,11.85,22.90,10.52,18.28,21.63,19.19,23.77,9.63,16.04,16.42,12.15,22.23,10.80,12.50,16.17,10.27,17.68,8.06,19.79,21.75,5.34,16.72
2067,15.73,15.95,17.40,11.79,22.68,10.54,18.20,21.45,19.02,23.64,9.78,15.99,16.34,12.08,22.34,10.78,12.50,16.13,10.27,17.60,8.21,19.61,21.50,5.67,16.53
2068,15.79,16.05,17.44,11.60,22.74,10.76,18.18,21.47,19.13,23.61,9.48,16.14,16.15,12.22,22.34,10.98,12.69,16.01,10.15,17.73,8.41,19.62,21.59,5.63,16.60
2069,15.65,15.87,17.18,11.60,22.60,10.58,18.11,21.35,18.81,23.49,9.45,16.01,16.21,12.04,22.08,10.74,12.48,15.92,10.19,17.61,8.26,19.49,21.44,5.52,16.40
2070,15.82,16.06,17.52,11.67,22.90,10.63,18.34,21.62,19.16,23.78,9.47,16.11,16.40,12.23,22.22,10.90,12.58,16.10,10.38,17.78,8.24,19.78,21.67,5.59,16.50
2071,15.87,16.12,17.64,11.80,23.05,10.53,18.49,21.70,19.28,23.86,9.67,16.17,16.48,12.20,22.28,10.78,12.53,16.18,10.38,17.93,8.22,19.94,21.82,5.57,16.58
2072,15.82,15.93,17.38,11.76,23.15,10.56,18.34,21.70,19.22,23.93,9.61,16.09,16.44,12.10,22.35,10.78,12.53,16.15,10.30,17.67,8.24,19.88,21.83,5.49,16.67
2073,15.92,16.08,17.55,11.92,23.17,10.69,18.29,21.77,19.28,24.07,9.70,16.17,16.57,12.28,22.42,10.94,12.68,16.34,10.45,17.80,8.22,19.84,21.90,5.46,16.67
2074,15.68,15.82,17.15,11.70,22.59,10.60,18.07,21.34,18.71,23.52,9.62,16.05,16.24,12.14,22.19,10.97,12.65,16.07,10.17,17.55,8.26,19.40,21.43,5.55,16.53
2075,15.83,16.10,17.42,11.67,23.10,10.56,18.40,21.65,19.12,24.00,9.44,16.11,16.38,12.22,22.26,10.85,12.56,16.09,10.29,17.73,8.20,19.81,21.77,5.51,16.58
2076,15.77,16.01,17.48,11.71,22.84,10.53,18.29,21.46,19.09,23.77,9.52,16.13,16.36,12.20,22.26,10.77,12.52,16.14,10.19,17.77,8.15,19.67,21.61,5.37,16.58
2077,15.82,16.13,17.56,11.70,22.77,10.66,18.35,21.48,19.27,23.56,9.52,16.19,16.29,12.25,22.18,10.97,12.71,15.99,10.28,17.80,8.33,19.77,21.63,5.55,16.48
2078,15.74,15.89,17.29,11.79,22.76,10.57,18.28,21.43,18.96,23.60,9.55,16.05,16.35,12.13,22.15,10.85,12.54,16.13,10.28,17.71,8.19,19.63,21.62,5.59,16.62
2079,15.75,16.05,17.50,11.81,22.76,10.40,18.29,21.40,19.12,23.70,9.69,16.03,16.40,12.19,22.19,10.76,12.49,16.19,10.26,17.76,8.04,19.68,21.69,5.44,16.59
2080,15.95,16.18,17.64,11.83,23.20,10.69,18.44,21.80,19.30,24.14,9.59,16.24,16.52,12.25,22.39,10.99,12.71,16.27,10.33,17.83,8.21,20.02,21.98,5.54,16.82
2081,15.79,16.01,17.49,11.86,22.77,10.53,18.28,21.50,19.14,23.75,9.56,16.10,16.44,12.22,22.29,10.88,12.61,16.17,10.37,17.67,8.19,19.68,21.67,5.54,16.69
2082,15.87,16.21,17.75,11.88,23.03,10.56,18.36,21.63,19.14,23.96,9.67,16.19,16.46,12.22,22.28,10.84,12.61,16.22,10.36,17.80,8.20,19.78,21.77,5.47,16.69
2083,15.83,16.11,17.53,11.77,22.89,10.64,18.25,21.55,19.08,23.94,9.51,16.21,16.40,12.26,22.38,10.91,12.70,16.07,10.26,17.79,8.26,19.67,21.56,5.58,16.51
2084,15.72,15.93,17.28,11.73,22.72,10.51,18.23,21.34,18.82,23.77,9.47,16.05,16.31,12.18,22.17,10.76,12.49,16.05,10.31,17.71,8.22,19.53,21.57,5.53,16.63
2085,15.82,16.01,17.39,11.89,22.90,10.55,18.33,21.63,19.11,23.77,9.71,16.10,16.41,12.18,22.34,10.83,12.51,16.28,10.28,17.77,8.27,19.69,21.68,5.55,16.93
2086,15.65,15.82,17.38,11.68,22.85,10.39,18.04,21.43,18.94,23.90,9.67,15.79,16.16,11.90,22.27,10.50,12.32,16.15,10.04,17.46,8.23,19.49,21.64,5.58,16.49
2087,15.64,15.87,17.31,11.67,22.50,10.69,18.06,21.36,18.96,23.45,9.58,15.84,16.19,11.94,22.09,10.76,12.48,16.02,10.07,17.45,8.29,19.45,21.28,5.60,16.45
2088,15.80,16.08,17.49,11.69,22.73,10.61,18.23,21.56,19.20,23.58,9.53,16.15,16.32,12.27,22.25,10.86,12.64,16.02,10.28,17.71,8.33,19.73,21.61,5.59,16.57
2089,15.75,16.02,17.52,11.58,22.95,10.45,18.33,21.54,19.09,23.83,9.34,16.05,16.21,12.08,22.32,10.72,12.52,16.00,10.12,17.72,8.08,19.77,21.81,5.35,16.52
2090,15.76,15.96,17.35,11.65,22.78,10.64,18.23,21.51,19.02,23.77,9.41,16.12,16.33,12.21,22.43,10.90,12.60,15.99,10.25,17.75,8.21,19.66,21.61,5.50,16.53
2091,15.62,15.73,17.09,11.66,22.83,10.52,18.01,21.45,18.89,23.83,9.54,15.76,16.24,11.81,22.20,10.63,12.40,16.11,9.98,17.44,8.23,19.44,21.40,5.56,16.50
2092,15.87,16.12,17.59,11.87,22.89,10.65,18.21,21.61,19.24,23.88,9.48,16.29,16.44,12.31,22.50,10.99,12.74,16.14,10.33,17.78,8.27,19.77,21.70,5.61,16.64
2093,15.83,16.10,17.44,11.60,23.02,10.65,18.35,21.70,19.16,23.89,9.33,16.21,16.22,12.23,22.30,10.92,12.66,15.99,10.18,17.80,8.30,19.78,21.74,5.68,16.54
2094,15.86,16.22,17.77,11.82,22.98,10.48,18.57,21.62,19.30,23.81,9.47,16.24,16.51,12.24,22.05,10.77,12.55,16.03,10.35,17.95,8.03,19.95,21.90,5.54,16.65
2095,15.71,16.02,17.46,11.67,22.69,10.47,18.11,21.58,19.19,23.59,9.50,15.98,16.25,12.05,22.31,10.72,12.53,16.00,10.25,17.46,8.14,19.68,21.58,5.52,16.55
2096,15.61,15.86,17.31,11.44,22.71,10.44,18.05,21.47,18.91,23.60,9.35,15.93,16.04,11.98,22.22,10.71,12.42,15.92,9.98,17.47,8.04,19.44,21.55,5.38,16.47
2097,15.65,15.93,17.40,11.56,22.62,10.48,18.22,21.32,19.02,23.46,9.38,15.99,16.12,12.02,22.01,10.73,12.44,15.89,10.06,17.59,8.23,19.61,21.56,5.67,16.51
2098,15.66,15.97,17.42,11.56,22.77,10.41,18.21,21.39,18.96,23.59,9.42,16.02,16.25,12.03,22.09,10.73,12.37,15.88,10.09,17.72,8.16,19.55,21.45,5.50,16.39
2099,15.62,15.79,17.19,11.55,22.74,10.47,18.00,21.45,18.86,23.60,9.53,15.85,16.17,11.94,22.17,10.66,12.42,15.98,10.07,17.57,8.19,19.50,21.56,5.49,16.48
2100,15.72,15.88,17.26,11.60,22.74,10.56,18.19,21.57,19.00,23.65,9.55,16.03,16.27,12.15,22.12,10.82,12.57,16.04,10.17,17.66,8.18,19.68,21.59,5.69,16.51
