Variable:,tasmin
,Estonia,"Harju maakond","Hiiu maakond","Ida-Viru maakond","Järva maakond","Jõgeva maakond","Lääne-Viru maakond","Lääne maakond","Pärnu maakond","Põlva maakond","Rapla maakond","Saare maakond","Tartu maakond","Valga maakond","Viljandi maakond","Võru maakond","Administrative unit not available"
2028,3.40,3.87,4.70,2.87,3.81,3.34,3.11,4.51,4.58,2.99,4.34,4.79,3.14,3.38,3.88,3.13,2.71
2029,3.48,3.94,4.61,3.04,3.74,3.39,3.17,4.38,4.37,3.17,4.25,4.67,3.23,3.47,3.79,3.33,2.91
2030,3.66,4.20,4.89,3.20,3.92,3.46,3.34,4.74,4.69,3.20,4.54,4.96,3.30,3.49,3.95,3.31,2.96
2031,3.52,3.99,4.88,3.11,3.75,3.30,3.20,4.56,4.45,3.05,4.29,4.93,3.14,3.31,3.76,3.15,2.81
2032,4.20,4.65,5.32,3.73,4.52,4.12,3.93,5.10,5.14,3.85,4.98,5.38,3.96,4.12,4.57,3.94,3.62
2033,3.79,4.29,5.18,3.33,4.06,3.61,3.49,4.89,4.84,3.29,4.67,5.24,3.44,3.63,4.11,3.38,3.09
2034,3.42,3.85,4.78,2.97,3.68,3.29,3.12,4.46,4.41,3.12,4.22,4.84,3.13,3.42,3.73,3.36,2.78
2035,3.87,4.38,5.18,3.46,4.08,3.58,3.66,4.90,4.83,3.42,4.68,5.24,3.44,3.72,4.07,3.60,3.17
2036,3.85,4.28,5.31,3.41,4.09,3.67,3.59,4.88,4.81,3.46,4.63,5.35,3.52,3.72,4.13,3.59,3.20
2037,3.88,4.35,5.27,3.42,4.12,3.74,3.63,4.89,4.73,3.43,4.59,5.32,3.58,3.73,4.14,3.50,3.23
2038,3.88,4.34,5.25,3.51,4.12,3.64,3.64,4.94,4.85,3.39,4.67,5.31,3.48,3.66,4.13,3.50,3.15
2039,3.81,4.30,5.10,3.32,4.11,3.68,3.54,4.81,4.80,3.45,4.63,5.16,3.52,3.72,4.13,3.58,3.17
2040,4.37,4.83,5.48,3.95,4.67,4.22,4.13,5.26,5.29,3.99,5.14,5.54,4.06,4.22,4.70,4.09,3.75
2041,3.77,4.06,5.07,3.31,4.15,3.82,3.48,4.84,4.94,3.48,4.67,5.15,3.63,3.80,4.31,3.56,3.22
2042,3.72,4.18,5.00,3.30,3.95,3.54,3.51,4.75,4.70,3.23,4.52,5.06,3.37,3.51,3.97,3.29,3.02
2043,4.13,4.58,5.39,3.69,4.46,3.97,3.82,5.14,5.14,3.73,4.95,5.46,3.82,3.99,4.51,3.79,3.54
2044,3.59,4.07,4.89,3.14,3.86,3.43,3.35,4.60,4.51,3.16,4.36,4.93,3.27,3.43,3.88,3.23,2.94
2045,3.93,4.39,5.11,3.56,4.14,3.72,3.69,4.83,4.79,3.49,4.64,5.16,3.58,3.72,4.13,3.56,3.30
2046,3.77,4.32,5.09,3.41,3.91,3.45,3.51,4.77,4.60,3.21,4.48,5.16,3.31,3.45,3.85,3.25,3.03
2047,4.31,4.65,5.42,3.98,4.57,4.20,4.08,5.16,5.20,3.96,5.01,5.49,4.05,4.17,4.62,4.03,3.74
2048,5.00,5.48,6.11,4.57,5.31,4.87,4.79,5.78,5.84,4.61,5.72,6.16,4.71,4.87,5.31,4.69,4.39
2049,4.62,5.11,5.83,4.22,4.88,4.41,4.40,5.58,5.56,4.19,5.40,5.90,4.25,4.49,4.88,4.36,3.91
2050,4.62,5.08,5.75,4.24,4.84,4.40,4.42,5.51,5.46,4.17,5.32,5.81,4.26,4.42,4.83,4.26,3.96
2051,4.30,4.77,5.66,3.84,4.49,4.10,4.02,5.33,5.19,3.94,5.03,5.71,3.97,4.21,4.48,4.10,3.70
2052,4.24,4.61,5.36,3.86,4.50,4.12,4.02,5.08,5.13,3.94,4.94,5.43,3.98,4.18,4.51,4.06,3.71
2053,4.65,5.02,5.78,4.30,4.92,4.55,4.41,5.49,5.50,4.36,5.32,5.84,4.40,4.70,4.96,4.57,4.08
2054,3.93,4.40,5.15,3.43,4.22,3.88,3.63,4.85,4.85,3.58,4.70,5.20,3.71,3.88,4.26,3.69,3.33
2055,4.18,4.61,5.42,3.74,4.50,4.08,3.92,5.16,5.14,3.81,4.96,5.50,3.90,4.16,4.55,3.98,3.52
2056,4.40,4.91,5.70,3.86,4.74,4.29,4.12,5.44,5.42,4.09,5.23,5.77,4.12,4.45,4.75,4.35,3.74
2057,4.80,5.29,5.91,4.44,5.00,4.55,4.59,5.70,5.65,4.32,5.53,5.96,4.39,4.56,4.98,4.44,4.07
2058,4.59,5.11,5.75,4.13,4.81,4.46,4.37,5.53,5.42,4.14,5.34,5.80,4.27,4.47,4.84,4.29,3.84
2059,4.26,4.68,5.56,3.78,4.56,4.19,3.93,5.24,5.28,3.95,5.09,5.62,4.03,4.29,4.64,4.11,3.69
2060,4.38,4.91,5.64,3.94,4.63,4.18,4.11,5.37,5.30,3.93,5.17,5.70,4.02,4.20,4.63,4.02,3.70
2061,4.77,5.22,5.84,4.35,5.02,4.68,4.54,5.67,5.58,4.31,5.46,5.91,4.52,4.52,5.04,4.27,4.14
2062,5.09,5.47,6.14,4.67,5.44,5.04,4.84,5.97,6.06,4.77,5.87,6.22,4.88,5.04,5.51,4.87,4.54
2063,4.52,4.94,5.58,4.04,4.82,4.48,4.18,5.38,5.45,4.31,5.28,5.66,4.35,4.55,4.86,4.44,4.07
2064,5.06,5.41,6.18,4.77,5.23,4.91,4.88,5.89,5.84,4.66,5.69,6.24,4.77,4.86,5.23,4.70,4.47
2065,5.08,5.42,6.11,4.78,5.34,4.97,4.90,5.78,5.83,4.74,5.67,6.17,4.83,4.99,5.36,4.83,4.53
2066,4.64,5.08,5.98,4.19,4.93,4.49,4.41,5.71,5.66,4.21,5.46,6.04,4.32,4.54,4.98,4.34,3.95
2067,4.69,5.11,5.83,4.30,4.97,4.59,4.44,5.61,5.58,4.33,5.41,5.89,4.43,4.57,5.00,4.40,4.10
2068,4.66,5.23,5.89,4.28,4.75,4.30,4.48,5.58,5.47,4.09,5.37,5.93,4.19,4.22,4.65,4.06,3.97
2069,5.40,5.94,6.50,5.14,5.56,5.06,5.19,6.28,6.18,4.75,6.10,6.54,4.90,4.96,5.53,4.74,4.58
2070,4.98,5.60,6.19,4.51,5.25,4.70,4.78,6.00,5.94,4.45,5.83,6.24,4.52,4.74,5.23,4.60,4.15
2071,4.73,5.23,5.98,4.27,5.03,4.57,4.48,5.74,5.70,4.32,5.54,6.03,4.40,4.61,5.06,4.46,4.04
2072,5.26,5.66,6.25,4.91,5.48,5.11,5.03,6.02,6.00,4.95,5.87,6.32,4.99,5.16,5.46,5.05,4.75
2073,4.85,5.25,6.09,4.43,5.16,4.77,4.57,5.80,5.79,4.52,5.61,6.15,4.61,4.80,5.22,4.65,4.26
2074,5.10,5.57,6.24,4.72,5.38,4.92,4.84,6.03,6.03,4.65,5.87,6.30,4.77,4.91,5.40,4.70,4.46
2075,4.62,5.07,5.87,4.20,4.96,4.51,4.32,5.56,5.58,4.26,5.42,5.93,4.34,4.57,5.02,4.41,3.99
2076,4.98,5.50,6.27,4.54,5.28,4.80,4.75,5.94,5.88,4.54,5.75,6.33,4.62,4.84,5.31,4.69,4.25
2077,5.39,5.80,6.38,5.07,5.59,5.20,5.19,6.18,6.22,4.96,6.07,6.45,5.06,5.17,5.58,5.01,4.77
2078,5.26,5.70,6.46,4.79,5.52,5.10,5.02,6.25,6.22,4.89,6.05,6.53,4.96,5.16,5.56,5.00,4.68
2079,5.18,5.60,6.13,4.79,5.44,5.09,4.91,5.97,6.00,4.77,5.88,6.19,4.94,4.96,5.49,4.73,4.63
2080,5.06,5.49,6.22,4.61,5.34,4.92,4.84,5.99,6.02,4.71,5.85,6.28,4.76,4.94,5.37,4.83,4.44
2081,5.24,5.73,6.39,4.88,5.40,4.97,5.05,6.14,6.03,4.67,5.92,6.44,4.83,4.89,5.36,4.66,4.51
2082,5.15,5.60,6.28,4.78,5.37,4.97,4.90,6.05,5.99,4.80,5.85,6.33,4.82,5.07,5.38,4.98,4.51
2083,4.77,5.20,5.92,4.37,5.01,4.70,4.52,5.62,5.61,4.41,5.47,5.97,4.54,4.63,5.02,4.48,4.15
2084,5.10,5.57,6.24,4.70,5.32,4.90,4.84,6.00,5.94,4.64,5.82,6.28,4.75,4.90,5.34,4.71,4.45
2085,4.66,5.11,5.97,4.28,4.87,4.39,4.53,5.64,5.51,4.20,5.33,6.02,4.24,4.50,4.83,4.39,3.92
2086,5.06,5.55,6.35,4.68,5.28,4.82,4.82,6.11,6.00,4.51,5.84,6.40,4.66,4.75,5.29,4.53,4.31
2087,5.44,5.87,6.37,5.07,5.63,5.25,5.21,6.27,6.33,5.06,6.19,6.45,5.13,5.29,5.65,5.12,4.91
2088,5.31,5.75,6.37,5.00,5.60,5.15,5.15,6.04,6.10,4.77,5.98,6.43,4.97,5.03,5.59,4.77,4.58
2089,5.18,5.56,6.27,4.80,5.49,5.04,4.97,6.08,6.16,4.84,5.96,6.37,4.89,5.10,5.52,4.98,4.59
2090,5.06,5.49,6.20,4.67,5.32,4.92,4.80,5.95,5.92,4.66,5.77,6.26,4.77,4.89,5.34,4.70,4.47
2091,5.16,5.66,6.26,4.81,5.39,4.92,4.96,6.03,6.03,4.67,5.90,6.32,4.77,4.93,5.37,4.75,4.46
2092,5.89,6.25,6.93,5.61,6.11,5.73,5.67,6.69,6.70,5.50,6.55,6.98,5.59,5.68,6.14,5.53,5.32
2093,5.73,6.17,6.89,5.36,5.97,5.58,5.51,6.63,6.60,5.28,6.44,6.94,5.43,5.52,5.98,5.32,5.08
2094,5.17,5.70,6.39,4.72,5.41,4.97,4.95,6.14,6.07,4.72,5.92,6.44,4.82,5.03,5.38,4.85,4.48
2095,5.76,6.14,6.77,5.45,6.01,5.62,5.59,6.61,6.61,5.26,6.45,6.83,5.46,5.53,6.05,5.25,5.12
2096,5.25,5.71,6.39,4.86,5.48,5.06,5.00,6.14,6.14,4.85,5.99,6.44,4.93,5.11,5.48,4.92,4.68
2097,5.32,5.72,6.57,4.87,5.58,5.25,5.06,6.24,6.25,4.98,6.07,6.62,5.10,5.24,5.61,5.05,4.78
2098,5.68,6.13,6.72,5.26,5.89,5.52,5.46,6.51,6.49,5.28,6.36,6.77,5.39,5.46,5.89,5.30,5.12
2099,5.47,5.95,6.63,5.08,5.76,5.27,5.24,6.42,6.37,4.98,6.23,6.69,5.10,5.27,5.79,5.06,4.75
2100,5.75,6.17,6.84,5.37,6.06,5.64,5.52,6.59,6.61,5.32,6.45,6.90,5.47,5.59,6.08,5.38,5.09
