Variable:,tasmax
,Senegal,Kaolack,Kedougou,Kolda,Sedhiou,Tambacounda,Kaffrine,Dakar,Thies,Ziguinchor,Diourbel,Fatick,Louga,Matam,"Saint louis"
2037,36.81,33.91,35.23,35.15,34.46,36.99,36.34,26.82,31.77,29.80,34.27,32.72,35.51,37.97,36.03
2038,36.94,34.09,35.30,35.22,34.56,37.07,36.52,26.81,31.92,29.85,34.47,32.90,35.67,38.12,36.15
2039,36.77,33.88,35.26,35.12,34.45,36.98,36.32,26.87,31.77,29.80,34.29,32.73,35.46,37.94,35.90
2040,36.84,34.00,35.26,35.15,34.48,37.00,36.41,27.01,31.96,29.92,34.42,32.89,35.60,37.97,36.04
2041,36.82,33.99,35.20,35.12,34.47,36.96,36.39,26.86,31.89,29.85,34.40,32.84,35.56,38.00,36.05
2042,36.81,34.00,35.26,35.08,34.51,36.94,36.43,27.00,31.93,29.91,34.45,32.89,35.61,38.00,36.00
2043,36.77,34.05,35.22,35.05,34.54,36.82,36.37,27.09,32.10,29.99,34.52,32.99,35.65,37.89,36.07
2044,36.95,34.06,35.39,35.22,34.54,37.08,36.44,26.94,31.98,29.92,34.45,32.90,35.71,38.14,36.16
2045,36.82,33.94,35.37,35.11,34.48,36.94,36.36,26.89,31.84,29.84,34.33,32.78,35.58,37.95,36.05
2046,37.04,34.11,35.53,35.28,34.65,37.25,36.56,27.03,32.03,29.93,34.53,32.95,35.74,38.22,36.17
2047,37.16,34.26,35.64,35.51,34.84,37.33,36.70,27.00,32.08,30.05,34.62,33.04,35.87,38.30,36.33
2048,37.24,34.38,35.67,35.46,34.86,37.40,36.84,27.11,32.20,30.17,34.76,33.18,35.95,38.45,36.37
2049,37.11,34.29,35.43,35.35,34.80,37.19,36.68,27.11,32.17,30.20,34.70,33.14,35.90,38.32,36.35
2050,36.84,34.12,35.20,35.18,34.64,36.93,36.45,27.20,32.09,30.09,34.52,33.01,35.67,37.94,36.10
2051,36.97,34.18,35.43,35.24,34.63,37.07,36.47,27.33,32.25,30.14,34.64,33.13,35.77,38.08,36.30
2052,37.25,34.33,35.72,35.57,34.87,37.40,36.83,27.13,32.17,30.11,34.75,33.16,36.00,38.49,36.39
2053,37.22,34.39,35.62,35.47,34.92,37.35,36.79,27.10,32.26,30.17,34.82,33.26,36.04,38.32,36.45
2054,37.21,34.42,35.63,35.45,35.01,37.28,36.84,27.19,32.24,30.20,34.83,33.25,35.95,38.32,36.53
2055,37.34,34.46,35.84,35.69,34.95,37.62,36.96,27.24,32.20,30.24,34.78,33.21,35.99,38.55,36.36
2056,37.35,34.53,35.72,35.59,35.02,37.40,36.92,27.45,32.48,30.39,34.94,33.41,36.22,38.48,36.68
2057,37.51,34.50,35.99,35.78,35.06,37.68,37.03,27.29,32.27,30.31,34.87,33.28,36.20,38.74,36.65
2058,37.60,34.57,35.86,35.80,35.08,37.66,37.14,27.28,32.37,30.35,35.00,33.38,36.33,38.90,36.77
2059,37.47,34.50,35.87,35.70,35.03,37.58,37.02,27.28,32.36,30.33,34.94,33.34,36.23,38.66,36.73
2060,37.60,34.69,35.97,35.80,35.13,37.73,37.19,27.52,32.57,30.44,35.15,33.54,36.36,38.83,36.85
2061,37.37,34.49,35.76,35.58,34.94,37.47,36.92,27.35,32.35,30.32,34.90,33.33,36.12,38.53,36.59
2062,37.51,34.63,35.83,35.59,35.00,37.54,37.06,27.49,32.61,30.42,35.14,33.57,36.33,38.72,36.79
2063,37.59,34.63,35.80,35.73,35.11,37.63,37.19,27.55,32.46,30.39,35.04,33.45,36.37,38.84,36.92
2064,37.49,34.61,35.80,35.80,35.16,37.65,37.06,27.55,32.48,30.40,34.98,33.41,36.24,38.68,36.66
2065,37.55,34.72,35.88,35.74,35.17,37.68,37.11,27.62,32.68,30.57,35.13,33.60,36.33,38.75,36.75
2066,37.51,34.57,35.82,35.81,35.17,37.62,37.04,27.40,32.44,30.35,34.98,33.41,36.25,38.70,36.79
2067,37.60,34.74,35.97,35.95,35.26,37.76,37.22,27.55,32.56,30.58,35.12,33.57,36.28,38.79,36.76
2068,37.66,34.75,36.11,35.95,35.31,37.87,37.19,27.51,32.55,30.61,35.11,33.56,36.31,38.85,36.76
2069,37.63,34.73,36.14,35.98,35.29,37.83,37.24,27.52,32.56,30.50,35.12,33.52,36.34,38.78,36.77
2070,37.72,34.79,36.03,35.97,35.21,37.86,37.23,27.57,32.67,30.58,35.22,33.67,36.43,38.95,36.87
2071,37.58,34.64,36.12,35.92,35.22,37.83,37.06,27.53,32.54,30.51,35.00,33.46,36.22,38.76,36.67
2072,37.70,34.83,36.12,35.97,35.28,37.85,37.23,27.59,32.72,30.56,35.23,33.67,36.45,38.88,36.91
2073,38.14,35.09,36.60,36.36,35.61,38.34,37.67,27.85,32.88,30.83,35.53,33.90,36.82,39.37,37.25
2074,37.83,34.96,36.23,36.09,35.55,37.98,37.41,27.73,32.75,30.69,35.33,33.73,36.52,39.00,37.06
2075,37.60,34.70,36.02,35.85,35.25,37.73,37.13,27.58,32.54,30.56,35.04,33.51,36.30,38.82,36.79
2076,37.85,34.85,36.23,36.02,35.28,38.01,37.33,27.84,32.78,30.64,35.26,33.70,36.54,39.10,36.98
2077,37.91,34.90,36.54,36.29,35.56,38.16,37.42,27.52,32.55,30.60,35.18,33.61,36.48,39.22,36.85
2078,37.93,35.01,36.31,36.18,35.52,38.15,37.55,27.66,32.73,30.78,35.35,33.78,36.57,39.14,37.07
2079,37.77,34.83,36.17,36.00,35.32,37.95,37.26,27.63,32.77,30.70,35.25,33.72,36.48,38.93,36.96
2080,37.89,34.96,36.43,36.21,35.54,38.05,37.42,27.69,32.78,30.64,35.32,33.72,36.61,39.02,37.05
2081,37.83,34.89,36.31,36.22,35.42,38.04,37.35,27.74,32.77,30.68,35.30,33.74,36.51,39.03,36.98
2082,38.00,34.99,36.41,36.16,35.56,38.19,37.51,27.68,32.70,30.72,35.32,33.71,36.61,39.26,37.01
2083,37.96,35.12,36.31,36.34,35.61,38.16,37.58,27.75,32.92,30.80,35.51,33.90,36.71,39.06,37.13
2084,37.91,34.99,36.47,36.19,35.57,38.10,37.42,27.61,32.73,30.74,35.34,33.78,36.59,39.06,37.03
2085,38.03,35.18,36.41,36.32,35.65,38.19,37.65,27.89,32.95,30.94,35.52,33.95,36.81,39.14,37.26
2086,38.00,34.95,36.47,36.27,35.56,38.16,37.48,27.71,32.78,30.73,35.32,33.73,36.69,39.24,37.20
2087,37.90,35.07,36.31,36.17,35.56,38.09,37.52,27.77,32.86,30.82,35.45,33.88,36.64,39.08,37.02
2088,37.99,35.09,36.28,36.20,35.56,38.07,37.50,27.94,33.03,30.88,35.53,33.94,36.79,39.18,37.23
2089,37.88,34.98,36.35,36.17,35.53,37.99,37.42,27.88,32.87,30.73,35.35,33.77,36.63,39.01,37.10
2090,38.00,35.12,36.29,36.23,35.57,38.12,37.59,27.89,32.96,30.87,35.55,33.95,36.75,39.20,37.19
2091,38.06,35.17,36.59,36.38,35.65,38.22,37.62,27.97,33.02,31.02,35.59,34.01,36.75,39.22,37.24
2092,38.11,35.14,36.53,36.29,35.70,38.24,37.65,27.84,32.93,30.84,35.51,33.93,36.81,39.36,37.26
2093,38.18,35.16,36.59,36.33,35.61,38.33,37.67,27.84,33.05,30.93,35.61,34.00,36.87,39.38,37.35
2094,38.13,35.09,36.53,36.38,35.61,38.34,37.69,27.90,32.86,30.68,35.45,33.83,36.71,39.42,37.22
2095,38.25,35.31,36.72,36.57,35.84,38.49,37.81,27.99,33.07,30.96,35.66,34.08,36.93,39.44,37.31
2096,38.02,35.10,36.45,36.29,35.68,38.23,37.66,27.78,32.75,30.72,35.43,33.81,36.64,39.26,37.09
2097,37.92,34.84,36.40,36.09,35.46,38.09,37.35,27.71,32.66,30.62,35.23,33.64,36.52,39.14,37.06
2098,38.14,35.17,36.58,36.36,35.64,38.29,37.69,28.17,33.10,31.01,35.61,34.04,36.85,39.34,37.36
2099,38.18,35.13,36.71,36.42,35.66,38.40,37.64,27.85,32.88,30.84,35.44,33.87,36.71,39.40,37.24
2100,38.06,35.02,36.61,36.24,35.55,38.25,37.54,27.74,32.82,30.74,35.46,33.86,36.72,39.23,37.14
