Variable:,tasmin
,Peru,Amazonas,Ancash,Apurímac,Arequipa,Ayacucho,Cajamarca,Callao,Cusco,Huancavelica,Huánuco,Ica,Junín,"La Libertad",Lambayeque,Lima,Loreto,"Madre de Dios",Moquegua,Pasco,Piura,Puno,"San Martín",Tacna,Tumbes,Ucayali
2026,14.28,11.39,12.83,0.93,11.65,7.19,13.33,4.87,4.63,6.10,6.57,16.26,5.99,13.02,18.23,13.92,21.14,15.95,11.99,7.97,17.63,0.99,11.67,13.99,18.16,19.45
2027,14.27,11.34,12.70,0.87,11.65,7.17,13.24,4.82,4.60,6.01,6.49,16.18,5.95,12.91,18.15,13.83,21.19,15.97,11.94,7.91,17.54,0.95,11.63,13.92,18.12,19.46
2028,14.37,11.48,12.93,1.08,11.74,7.28,13.46,4.86,4.67,6.16,6.63,16.27,6.03,13.16,18.33,14.00,21.25,16.02,12.03,8.03,17.74,1.05,11.75,14.01,18.29,19.53
2029,14.54,11.53,12.92,1.23,11.87,7.46,13.43,5.16,4.89,6.34,6.75,16.43,6.23,13.11,18.28,14.03,21.45,16.22,12.15,8.17,17.70,1.31,11.86,14.06,18.28,19.74
2030,14.23,11.29,12.76,0.88,11.49,7.07,13.23,4.78,4.58,5.96,6.45,16.10,5.90,12.96,18.17,13.78,21.16,15.94,11.81,7.86,17.54,0.93,11.54,13.79,18.08,19.42
2031,14.42,11.47,12.97,1.14,11.81,7.41,13.49,4.96,4.77,6.32,6.71,16.44,6.14,13.15,18.37,14.05,21.29,16.06,12.08,8.12,17.76,1.15,11.77,13.96,18.28,19.57
2032,14.49,11.52,13.03,1.21,11.90,7.44,13.54,5.11,4.83,6.31,6.68,16.56,6.12,13.26,18.43,14.11,21.37,16.18,12.21,8.10,17.88,1.23,11.85,14.10,18.48,19.67
2033,14.47,11.56,12.96,1.11,11.78,7.34,13.52,5.01,4.82,6.25,6.66,16.39,6.18,13.14,18.40,14.08,21.35,16.15,12.11,8.12,17.81,1.21,11.80,14.11,18.36,19.63
2034,14.46,11.48,13.00,1.18,11.76,7.35,13.41,5.02,4.86,6.21,6.71,16.47,6.13,13.19,18.35,14.04,21.32,16.20,11.97,8.11,17.76,1.20,11.83,13.88,18.26,19.71
2035,14.48,11.58,12.85,1.19,11.81,7.38,13.48,5.06,4.81,6.28,6.64,16.39,6.12,13.11,18.28,13.99,21.38,16.18,12.06,8.08,17.71,1.24,11.81,13.99,18.23,19.66
2036,14.49,11.56,12.99,1.13,11.78,7.41,13.57,4.96,4.82,6.25,6.73,16.45,6.17,13.22,18.43,14.06,21.38,16.21,12.03,8.16,17.74,1.11,11.88,13.97,18.24,19.72
2037,14.70,11.72,13.20,1.42,12.07,7.65,13.70,5.26,5.02,6.54,6.92,16.71,6.38,13.42,18.64,14.28,21.58,16.39,12.37,8.31,18.03,1.41,12.06,14.32,18.57,19.89
2038,14.71,11.81,13.20,1.37,12.03,7.58,13.74,5.20,5.06,6.45,7.01,16.58,6.38,13.42,18.56,14.29,21.57,16.44,12.28,8.43,17.99,1.35,12.13,14.27,18.57,19.98
2039,14.69,11.70,13.07,1.36,12.02,7.64,13.58,5.33,5.05,6.50,6.94,16.57,6.41,13.28,18.49,14.22,21.57,16.41,12.36,8.42,17.94,1.44,12.00,14.34,18.40,19.86
2040,14.66,11.73,13.31,1.55,12.23,7.77,13.76,5.36,5.03,6.60,6.91,16.84,6.38,13.50,18.72,14.41,21.44,16.33,12.51,8.34,18.11,1.42,11.99,14.46,18.59,19.85
2041,14.70,11.71,13.24,1.43,12.11,7.65,13.72,5.33,5.06,6.51,6.93,16.71,6.40,13.44,18.71,14.32,21.55,16.42,12.34,8.37,18.09,1.48,12.03,14.30,18.53,19.88
2042,14.81,11.85,13.22,1.36,12.04,7.64,13.74,5.29,5.11,6.49,7.11,16.66,6.45,13.45,18.64,14.30,21.71,16.53,12.39,8.54,17.99,1.52,12.25,14.31,18.59,20.06
2043,14.68,11.71,13.27,1.34,11.93,7.59,13.75,5.22,5.00,6.51,6.96,16.62,6.40,13.45,18.64,14.33,21.54,16.41,12.26,8.37,18.03,1.33,12.05,14.22,18.50,19.87
2044,14.77,11.75,13.19,1.54,12.15,7.80,13.69,5.23,5.12,6.64,6.98,16.76,6.42,13.43,18.61,14.34,21.66,16.48,12.41,8.41,18.00,1.48,12.06,14.39,18.58,19.97
2045,14.74,11.77,13.35,1.52,12.18,7.80,13.77,5.44,5.10,6.66,6.98,16.84,6.46,13.54,18.68,14.43,21.58,16.40,12.52,8.43,18.12,1.50,12.04,14.46,18.57,19.87
2046,14.94,11.90,13.37,1.63,12.19,7.84,13.90,5.54,5.30,6.72,7.19,16.77,6.66,13.63,18.82,14.43,21.82,16.72,12.55,8.64,18.16,1.63,12.23,14.48,18.71,20.22
2047,14.97,12.03,13.44,1.64,12.27,7.85,13.95,5.64,5.28,6.73,7.19,16.84,6.63,13.65,18.88,14.51,21.88,16.64,12.59,8.61,18.26,1.74,12.31,14.51,18.77,20.15
2048,15.10,12.18,13.74,1.83,12.46,8.12,14.22,5.70,5.42,7.02,7.40,17.02,6.89,13.94,19.14,14.79,21.90,16.76,12.78,8.83,18.57,1.86,12.48,14.71,19.10,20.25
2049,14.97,11.91,13.37,1.77,12.30,7.88,13.82,5.61,5.46,6.70,7.18,16.74,6.63,13.56,18.76,14.44,21.81,16.75,12.65,8.61,18.14,1.82,12.25,14.54,18.65,20.20
2050,14.86,11.92,13.44,1.65,12.34,7.90,13.93,5.47,5.18,6.78,7.08,16.90,6.55,13.64,18.83,14.51,21.68,16.57,12.67,8.49,18.22,1.59,12.24,14.64,18.70,20.05
2051,15.07,12.15,13.58,1.80,12.43,8.02,14.05,5.65,5.39,6.90,7.32,16.90,6.76,13.79,18.95,14.65,21.93,16.76,12.80,8.72,18.33,1.82,12.44,14.75,18.85,20.28
2052,15.17,12.24,13.64,1.82,12.45,8.10,14.17,5.74,5.51,7.04,7.46,17.11,6.93,13.87,19.08,14.78,22.03,16.85,12.81,8.90,18.48,1.87,12.55,14.79,19.00,20.41
2053,15.10,12.14,13.47,1.82,12.40,8.01,14.06,5.68,5.48,6.87,7.33,16.96,6.83,13.75,18.94,14.62,21.98,16.83,12.71,8.77,18.32,1.86,12.42,14.66,18.85,20.34
2054,15.07,12.00,13.67,1.82,12.46,8.05,14.06,5.67,5.45,6.97,7.33,17.09,6.80,13.83,19.12,14.74,21.93,16.80,12.74,8.76,18.44,1.83,12.33,14.74,18.91,20.27
2055,15.10,12.20,13.55,1.80,12.42,8.00,14.07,5.74,5.45,6.88,7.38,16.92,6.83,13.71,18.87,14.58,21.92,16.82,12.72,8.79,18.24,1.89,12.51,14.64,18.84,20.34
2056,15.26,12.27,13.76,1.94,12.57,8.20,14.29,5.78,5.55,7.08,7.47,17.13,6.84,13.99,19.22,14.85,22.17,16.92,12.78,8.89,18.51,1.93,12.59,14.73,18.99,20.49
2057,15.37,12.47,13.87,2.10,12.64,8.29,14.41,5.92,5.72,7.20,7.68,17.20,7.08,14.05,19.20,14.85,22.19,17.13,12.91,9.12,18.58,2.12,12.74,14.85,19.08,20.68
2058,15.23,12.28,13.68,1.96,12.49,8.15,14.23,5.78,5.64,7.02,7.53,17.05,6.99,13.87,19.09,14.76,22.04,16.96,12.84,8.99,18.49,2.00,12.60,14.81,19.00,20.52
2059,15.39,12.38,13.92,2.11,12.74,8.35,14.31,5.95,5.75,7.23,7.66,17.36,7.09,14.11,19.28,15.01,22.26,17.11,13.02,9.11,18.64,2.05,12.74,15.00,19.14,20.65
2060,15.39,12.42,13.86,2.18,12.75,8.37,14.31,5.98,5.80,7.20,7.56,17.36,7.05,14.04,19.26,14.95,22.26,17.07,13.07,9.00,18.61,2.12,12.71,15.03,19.12,20.64
2061,15.25,12.30,13.76,1.97,12.58,8.16,14.22,5.88,5.62,7.03,7.49,17.14,6.93,13.91,19.05,14.80,22.12,16.92,12.85,8.90,18.39,2.02,12.56,14.85,18.82,20.51
2062,15.27,12.26,13.81,1.94,12.68,8.23,14.23,5.89,5.56,7.14,7.50,17.30,6.94,14.01,19.30,14.97,22.15,16.97,12.91,8.92,18.60,1.92,12.57,14.86,19.07,20.52
2063,15.49,12.49,13.89,2.34,12.74,8.44,14.40,6.11,5.93,7.29,7.71,17.26,7.19,14.12,19.18,14.97,22.35,17.19,13.12,9.12,18.53,2.32,12.86,15.10,18.99,20.68
2064,15.37,12.45,13.81,2.17,12.67,8.28,14.34,5.92,5.79,7.16,7.68,17.13,7.07,13.99,19.05,14.87,22.22,17.07,12.94,9.12,18.45,2.13,12.73,14.89,19.02,20.60
2065,15.51,12.63,13.95,2.24,12.75,8.42,14.46,6.13,5.91,7.35,7.73,17.41,7.25,14.14,19.28,15.09,22.37,17.30,13.07,9.18,18.64,2.26,12.83,15.02,19.11,20.71
2066,15.50,12.54,13.98,2.25,12.83,8.45,14.47,6.22,5.98,7.30,7.77,17.33,7.20,14.12,19.28,15.05,22.26,17.30,13.13,9.20,18.68,2.47,12.89,15.07,19.21,20.72
2067,15.42,12.43,13.87,2.14,12.74,8.32,14.38,6.04,5.75,7.20,7.58,17.39,6.99,14.11,19.35,14.93,22.31,17.15,13.05,9.02,18.68,2.15,12.74,14.92,19.12,20.67
2068,15.52,12.52,14.06,2.30,12.86,8.47,14.53,6.24,5.97,7.39,7.85,17.38,7.34,14.27,19.35,15.09,22.28,17.30,13.19,9.30,18.73,2.36,12.90,15.13,19.19,20.75
2069,15.42,12.42,13.84,2.14,12.80,8.28,14.31,5.96,5.80,7.19,7.62,17.25,7.10,14.02,19.20,14.94,22.33,17.12,13.10,9.08,18.58,2.19,12.72,15.05,19.09,20.60
2070,15.45,12.45,13.88,2.18,12.71,8.32,14.42,6.16,5.83,7.24,7.66,17.23,7.14,14.10,19.35,14.93,22.32,17.16,13.03,9.06,18.74,2.27,12.82,14.92,19.14,20.65
2071,15.46,12.49,14.02,2.24,12.88,8.43,14.52,6.18,5.92,7.39,7.78,17.48,7.26,14.26,19.47,15.14,22.26,17.12,13.12,9.19,18.81,2.31,12.86,15.17,19.35,20.61
2072,15.52,12.55,14.21,2.30,12.90,8.51,14.60,6.10,5.90,7.40,7.81,17.54,7.27,14.37,19.56,15.24,22.36,17.17,13.17,9.21,18.91,2.22,12.92,15.14,19.38,20.70
2073,15.71,12.70,14.23,2.48,13.13,8.71,14.71,6.32,6.19,7.60,7.94,17.76,7.45,14.43,19.68,15.35,22.52,17.42,13.46,9.40,19.01,2.53,13.03,15.42,19.45,20.92
2074,15.58,12.63,13.96,2.43,12.93,8.53,14.50,6.24,6.01,7.40,7.77,17.44,7.24,14.17,19.32,15.03,22.43,17.34,13.22,9.18,18.66,2.39,12.88,15.15,19.09,20.81
2075,15.48,12.54,13.98,2.22,12.88,8.42,14.52,6.07,5.87,7.33,7.60,17.46,7.13,14.24,19.45,15.10,22.31,17.26,13.19,9.08,18.74,2.25,12.75,15.16,19.26,20.75
2076,15.73,12.81,14.32,2.49,13.09,8.68,14.81,6.31,6.09,7.62,7.96,17.69,7.46,14.52,19.73,15.37,22.56,17.39,13.34,9.46,19.10,2.43,13.14,15.32,19.55,20.96
2077,15.86,12.82,14.28,2.61,13.15,8.81,14.75,6.41,6.24,7.69,8.07,17.78,7.49,14.49,19.63,15.36,22.77,17.58,13.42,9.47,18.99,2.62,13.18,15.32,19.47,21.11
2078,15.65,12.71,14.16,2.52,13.06,8.62,14.69,6.40,6.07,7.54,7.85,17.57,7.33,14.42,19.60,15.23,22.48,17.32,13.36,9.34,18.93,2.50,13.06,15.26,19.43,20.78
2079,15.68,12.68,14.14,2.45,13.04,8.63,14.59,6.35,6.09,7.52,7.89,17.64,7.40,14.32,19.44,15.19,22.50,17.40,13.30,9.43,18.85,2.48,12.98,15.26,19.40,20.95
2080,15.72,12.75,14.16,2.35,13.09,8.58,14.63,6.31,6.05,7.49,7.99,17.64,7.37,14.33,19.55,15.26,22.59,17.42,13.40,9.32,18.96,2.44,13.09,15.38,19.40,21.00
2081,15.77,12.80,14.27,2.57,13.13,8.70,14.76,6.52,6.15,7.59,8.02,17.63,7.48,14.45,19.60,15.31,22.63,17.44,13.47,9.44,18.97,2.53,13.11,15.42,19.46,21.03
2082,15.68,12.72,14.14,2.56,13.01,8.65,14.70,6.31,6.15,7.57,7.96,17.48,7.42,14.35,19.49,15.20,22.49,17.43,13.25,9.38,18.85,2.48,13.03,15.22,19.34,20.84
2083,15.81,12.78,14.37,2.61,13.14,8.75,14.80,6.48,6.27,7.66,8.06,17.71,7.57,14.58,19.76,15.43,22.58,17.57,13.47,9.50,19.14,2.64,13.13,15.40,19.62,21.06
2084,15.74,12.78,14.15,2.41,13.09,8.65,14.68,6.22,6.17,7.56,8.04,17.68,7.46,14.36,19.45,15.26,22.62,17.46,13.33,9.47,18.88,2.46,13.07,15.31,19.43,20.99
2085,15.77,12.85,14.34,2.66,13.15,8.81,14.84,6.46,6.22,7.72,7.95,17.72,7.50,14.52,19.65,15.45,22.55,17.49,13.48,9.39,19.00,2.63,13.13,15.39,19.42,20.98
2086,15.79,12.80,14.36,2.54,13.14,8.70,14.79,6.34,6.19,7.62,8.03,17.70,7.48,14.53,19.71,15.37,22.61,17.58,13.44,9.44,18.97,2.57,13.12,15.39,19.47,21.06
2087,15.77,12.76,14.26,2.59,13.10,8.71,14.70,6.46,6.20,7.66,8.07,17.61,7.52,14.42,19.41,15.32,22.62,17.46,13.37,9.44,18.88,2.68,13.12,15.30,19.43,20.96
2088,15.82,12.80,14.22,2.52,13.08,8.71,14.80,6.38,6.16,7.60,8.04,17.70,7.49,14.48,19.74,15.29,22.70,17.54,13.39,9.48,19.06,2.53,13.18,15.39,19.40,21.05
2089,15.95,12.92,14.34,2.74,13.14,8.84,14.87,6.56,6.34,7.76,8.13,17.76,7.58,14.57,19.68,15.43,22.86,17.64,13.46,9.56,19.06,2.69,13.27,15.46,19.51,21.20
2090,15.85,12.87,14.28,2.63,13.31,8.77,14.77,6.57,6.28,7.73,8.07,17.96,7.57,14.53,19.64,15.43,22.68,17.57,13.56,9.48,19.08,2.71,13.19,15.52,19.62,21.04
2091,15.89,13.03,14.37,2.62,13.22,8.80,14.93,6.54,6.22,7.67,8.13,17.80,7.54,14.59,19.75,15.43,22.77,17.56,13.49,9.57,19.14,2.68,13.26,15.47,19.61,21.06
2092,15.90,12.91,14.44,2.56,13.23,8.82,14.93,6.53,6.26,7.76,8.15,17.80,7.61,14.66,19.89,15.56,22.76,17.55,13.52,9.61,19.20,2.62,13.35,15.44,19.66,21.13
2093,15.95,12.93,14.40,2.73,13.30,8.88,14.92,6.56,6.36,7.74,8.36,17.78,7.65,14.59,19.82,15.49,22.72,17.75,13.65,9.69,19.16,2.73,13.40,15.63,19.66,21.26
2094,15.97,12.98,14.50,2.82,13.32,9.02,14.89,6.66,6.34,7.85,8.28,17.93,7.73,14.69,19.78,15.58,22.80,17.66,13.62,9.70,19.17,2.68,13.37,15.57,19.67,21.19
2095,16.08,13.05,14.57,2.85,13.44,9.02,14.98,6.62,6.46,7.91,8.23,18.07,7.73,14.69,19.85,15.65,22.95,17.83,13.70,9.71,19.18,2.81,13.40,15.66,19.61,21.35
2096,15.88,12.92,14.37,2.69,13.24,8.86,14.87,6.54,6.35,7.75,8.14,17.77,7.64,14.59,19.78,15.49,22.70,17.58,13.46,9.59,19.15,2.68,13.21,15.53,19.58,21.08
2097,15.89,12.92,14.30,2.82,13.18,8.85,14.76,6.51,6.36,7.78,8.21,17.75,7.66,14.52,19.52,15.45,22.69,17.62,13.49,9.60,18.96,2.67,13.30,15.48,19.52,21.20
2098,15.90,12.83,14.36,2.74,13.18,8.79,14.80,6.50,6.32,7.66,8.11,17.65,7.50,14.52,19.62,15.42,22.75,17.71,13.52,9.50,18.99,2.67,13.23,15.48,19.48,21.17
2099,15.93,13.00,14.41,2.88,13.28,8.91,14.91,6.58,6.43,7.77,8.28,17.71,7.70,14.65,19.75,15.47,22.71,17.65,13.45,9.71,19.13,2.68,13.39,15.42,19.66,21.19
2100,15.98,13.00,14.47,2.77,13.31,8.88,14.92,6.60,6.39,7.81,8.20,17.72,7.74,14.66,19.72,15.52,22.87,17.60,13.54,9.62,19.12,2.73,13.38,15.49,19.52,21.14
