Variable:,tasmin
,Peru,Amazonas,Ancash,Apurímac,Arequipa,Ayacucho,Cajamarca,Callao,Cusco,Huancavelica,Huánuco,Ica,Junín,"La Libertad",Lambayeque,Lima,Loreto,"Madre de Dios",Moquegua,Pasco,Piura,Puno,"San Martín",Tacna,Tumbes,Ucayali
2076,14.79,11.87,13.25,1.42,12.10,7.64,13.78,5.30,5.13,6.53,7.02,16.70,6.48,13.46,18.70,14.32,21.69,16.46,12.47,8.46,18.06,1.51,12.17,14.42,18.55,19.99
2077,14.89,11.91,13.41,1.56,12.26,7.77,13.90,5.36,5.19,6.59,7.11,16.82,6.48,13.62,18.82,14.45,21.78,16.65,12.52,8.50,18.24,1.52,12.18,14.45,18.73,20.12
2078,14.91,11.94,13.48,1.51,12.27,7.76,13.97,5.41,5.25,6.60,7.18,16.92,6.58,13.74,18.93,14.50,21.81,16.59,12.54,8.62,18.38,1.56,12.32,14.43,18.89,20.11
2079,14.90,12.02,13.43,1.56,12.30,7.83,13.94,5.48,5.23,6.65,7.11,16.93,6.54,13.65,18.90,14.46,21.79,16.61,12.62,8.52,18.20,1.63,12.29,14.55,18.69,20.09
2080,14.71,11.76,13.39,1.37,12.14,7.67,13.80,5.30,4.97,6.51,6.95,16.77,6.38,13.59,18.86,14.42,21.57,16.41,12.41,8.43,18.22,1.38,12.05,14.38,18.67,19.95
2081,14.83,11.96,13.55,1.51,12.26,7.79,13.99,5.45,5.06,6.67,7.07,16.96,6.50,13.70,19.00,14.60,21.68,16.48,12.56,8.49,18.37,1.47,12.25,14.50,18.84,20.06
2082,15.02,12.17,13.45,1.64,12.31,7.88,14.04,5.52,5.32,6.80,7.24,16.90,6.66,13.69,18.89,14.51,21.92,16.75,12.61,8.64,18.28,1.70,12.40,14.55,18.81,20.28
2083,14.79,11.84,13.35,1.54,12.17,7.77,13.82,5.35,5.15,6.62,7.00,16.82,6.48,13.54,18.81,14.41,21.66,16.46,12.49,8.48,18.16,1.52,12.14,14.42,18.67,19.99
2084,14.76,11.90,13.29,1.51,12.09,7.69,13.86,5.42,5.15,6.58,7.00,16.75,6.46,13.53,18.76,14.34,21.58,16.46,12.38,8.50,18.06,1.53,12.18,14.33,18.46,19.93
2085,14.75,11.81,13.28,1.44,12.10,7.71,13.78,5.34,5.12,6.61,6.99,16.77,6.46,13.48,18.83,14.39,21.62,16.47,12.38,8.43,18.20,1.46,12.07,14.41,18.70,19.94
2086,14.89,11.96,13.44,1.56,12.19,7.78,13.93,5.47,5.29,6.73,7.11,16.87,6.64,13.66,18.79,14.54,21.72,16.56,12.47,8.56,18.21,1.70,12.22,14.40,18.80,20.14
2087,14.66,11.76,13.23,1.40,12.08,7.66,13.71,5.25,5.02,6.50,6.91,16.68,6.33,13.41,18.62,14.26,21.54,16.30,12.28,8.31,17.98,1.42,11.98,14.19,18.50,19.80
2088,14.64,11.68,13.18,1.47,12.13,7.69,13.72,5.38,5.08,6.55,6.91,16.69,6.39,13.44,18.65,14.28,21.41,16.34,12.46,8.35,18.02,1.55,11.98,14.37,18.53,19.80
2089,14.60,11.66,13.13,1.25,11.94,7.46,13.59,5.21,4.93,6.37,6.77,16.61,6.23,13.30,18.60,14.22,21.50,16.27,12.22,8.23,17.98,1.36,11.94,14.19,18.37,19.81
2090,14.71,11.78,13.27,1.29,12.04,7.57,13.72,5.27,5.03,6.51,7.00,16.81,6.34,13.53,18.76,14.37,21.66,16.37,12.33,8.36,18.00,1.35,12.10,14.19,18.38,19.91
2091,14.83,11.91,13.40,1.46,12.21,7.78,13.86,5.36,5.14,6.65,7.08,16.90,6.52,13.58,18.78,14.48,21.70,16.52,12.47,8.55,18.19,1.52,12.15,14.44,18.71,20.04
2092,14.69,11.75,13.21,1.51,12.05,7.65,13.72,5.27,5.14,6.46,6.94,16.68,6.37,13.42,18.67,14.30,21.53,16.47,12.30,8.39,18.06,1.42,12.03,14.26,18.58,19.92
2093,14.66,11.67,13.18,1.27,12.04,7.53,13.65,5.21,4.98,6.41,6.86,16.71,6.26,13.36,18.63,14.26,21.61,16.31,12.30,8.27,17.99,1.35,12.02,14.25,18.59,19.80
2094,14.73,11.84,13.35,1.40,12.18,7.69,13.84,5.31,5.05,6.61,6.99,16.87,6.43,13.56,18.84,14.48,21.56,16.40,12.51,8.42,18.20,1.44,12.11,14.42,18.73,19.91
2095,14.71,11.78,13.27,1.46,12.13,7.67,13.80,5.25,5.10,6.57,6.94,16.79,6.42,13.51,18.68,14.41,21.55,16.40,12.41,8.31,18.05,1.45,12.06,14.37,18.57,19.89
2096,14.57,11.64,13.24,1.23,12.04,7.56,13.65,5.18,4.89,6.39,6.81,16.66,6.26,13.40,18.66,14.30,21.42,16.22,12.31,8.26,17.99,1.27,11.94,14.29,18.45,19.77
2097,14.71,11.73,13.25,1.51,12.21,7.70,13.77,5.20,5.17,6.56,6.92,16.90,6.44,13.50,18.82,14.39,21.47,16.48,12.46,8.38,18.20,1.44,11.97,14.39,18.65,19.97
2098,14.80,11.89,13.51,1.54,12.24,7.84,13.94,5.30,5.17,6.76,7.08,16.92,6.59,13.69,18.90,14.59,21.58,16.50,12.51,8.56,18.29,1.49,12.18,14.48,18.77,19.98
2099,14.75,11.86,13.32,1.40,12.17,7.70,13.80,5.23,5.00,6.55,6.99,16.76,6.36,13.51,18.74,14.40,21.68,16.41,12.42,8.35,18.06,1.32,12.20,14.34,18.58,19.94
2100,14.74,11.85,13.26,1.47,12.21,7.72,13.82,5.35,5.06,6.50,6.94,16.79,6.41,13.49,18.76,14.32,21.67,16.34,12.47,8.38,18.13,1.45,12.12,14.36,18.66,19.81
