Variable:,tasmin
,Latvia,Aizkraukles,Aluksnes,Balvu,Bauskas,Cesu,Daugavpils,Dobeles,Gulbenes,Jekabpils,Jelgavas,Kraslavas,Kuldigas,Liepajas,Limbazu,Ludzas,Madonas,Ogres,Preilu,Rezeknes,Rigas,Saldus,Talsu,Tukuma,Valkas,Valmieras,Ventspils
2050,4.16,4.21,3.44,3.52,4.58,4.07,3.92,4.74,3.44,4.00,4.64,3.74,5.71,6.25,4.83,3.62,3.79,4.40,3.71,3.65,4.69,4.98,5.24,4.80,3.82,4.12,5.83
2051,4.07,4.10,3.32,3.48,4.41,3.83,4.08,4.61,3.31,3.92,4.49,3.93,5.67,6.24,4.63,3.71,3.74,4.26,3.69,3.70,4.51,4.92,5.24,4.73,3.61,3.86,5.79
2052,4.33,4.63,3.45,3.60,4.98,4.23,4.44,5.11,3.51,4.38,5.01,4.12,6.00,6.48,5.11,3.85,4.11,4.81,4.02,3.91,5.04,5.37,5.56,5.14,3.93,4.26,6.10
2053,4.01,3.93,3.37,3.46,4.19,3.90,3.84,4.24,3.37,3.77,4.12,3.75,5.40,6.05,4.70,3.60,3.62,4.07,3.55,3.57,4.39,4.54,4.87,4.38,3.68,3.96,5.51
2054,3.86,3.83,3.13,3.22,4.19,3.70,3.72,4.37,3.12,3.62,4.26,3.55,5.41,5.94,4.58,3.34,3.43,4.02,3.35,3.35,4.36,4.65,4.98,4.48,3.46,3.75,5.60
2055,4.59,4.62,3.98,4.14,4.91,4.39,4.58,4.91,3.96,4.47,4.85,4.50,5.86,6.37,5.03,4.36,4.32,4.77,4.28,4.34,4.95,5.06,5.50,4.99,4.20,4.42,6.13
2056,4.19,4.29,3.53,3.60,4.63,4.09,4.14,4.66,3.56,4.08,4.58,3.94,5.58,6.12,4.91,3.71,3.89,4.46,3.81,3.75,4.73,4.87,5.09,4.71,3.87,4.14,5.68
2057,4.42,4.40,3.72,3.77,4.77,4.28,4.20,4.97,3.74,4.20,4.86,4.00,6.00,6.54,5.14,3.84,4.01,4.59,3.93,3.87,4.93,5.26,5.55,5.07,4.06,4.33,6.16
2058,4.47,4.41,3.61,3.72,4.88,4.19,4.32,5.13,3.64,4.19,5.03,4.13,6.15,6.66,5.23,3.88,3.99,4.65,3.92,3.90,5.05,5.37,5.84,5.26,3.95,4.25,6.38
2059,4.32,4.40,3.61,3.72,4.72,4.20,4.32,4.83,3.63,4.21,4.73,4.13,5.78,6.33,5.01,3.90,4.01,4.57,3.94,3.92,4.84,5.07,5.30,4.89,3.96,4.24,5.89
2060,3.59,3.43,2.81,2.82,3.86,3.46,3.15,4.14,2.82,3.19,3.99,2.98,5.26,5.80,4.39,2.84,2.99,3.65,2.88,2.85,4.10,4.47,4.88,4.29,3.21,3.53,5.49
2061,4.08,4.10,3.30,3.41,4.54,3.92,3.93,4.59,3.32,3.87,4.50,3.78,5.55,6.06,4.80,3.60,3.67,4.33,3.58,3.59,4.64,4.80,5.17,4.69,3.67,3.97,5.76
2062,3.65,3.73,2.93,2.98,4.06,3.51,3.55,4.21,2.92,3.50,4.10,3.27,5.24,5.77,4.31,3.02,3.26,3.90,3.15,3.06,4.17,4.47,4.72,4.27,3.27,3.56,5.48
2063,3.70,3.67,2.89,3.01,4.07,3.47,3.57,4.31,2.90,3.49,4.18,3.37,5.43,6.03,4.40,3.18,3.32,3.87,3.27,3.21,4.22,4.62,4.83,4.39,3.23,3.53,5.62
2064,4.34,4.32,3.71,3.73,4.65,4.24,4.02,4.71,3.70,4.11,4.60,3.83,5.77,6.28,5.10,3.70,3.92,4.49,3.82,3.73,4.83,4.99,5.37,4.84,4.01,4.29,6.03
2065,5.04,5.12,4.41,4.52,5.43,4.88,5.02,5.52,4.40,4.93,5.43,4.85,6.47,7.00,5.61,4.66,4.74,5.28,4.67,4.67,5.50,5.75,6.01,5.59,4.68,4.91,6.60
2066,4.23,4.26,3.50,3.57,4.51,4.07,4.11,4.69,3.54,4.10,4.58,3.85,5.81,6.40,4.93,3.67,3.93,4.39,3.86,3.74,4.70,4.96,5.37,4.81,3.84,4.11,6.01
2067,4.32,4.28,3.64,3.73,4.56,4.20,4.18,4.76,3.63,4.11,4.63,4.02,5.86,6.42,4.99,3.84,3.93,4.42,3.86,3.85,4.75,5.09,5.41,4.89,3.96,4.24,6.04
2068,4.64,4.64,3.97,4.05,5.02,4.54,4.48,5.14,3.97,4.44,5.06,4.33,6.11,6.68,5.38,4.15,4.25,4.84,4.17,4.16,5.17,5.34,5.61,5.19,4.30,4.59,6.25
2069,4.42,4.36,3.74,3.80,4.69,4.30,4.20,4.84,3.73,4.17,4.73,4.02,5.90,6.44,5.17,3.88,3.99,4.53,3.91,3.89,4.89,5.10,5.51,4.97,4.06,4.35,6.13
2070,3.92,4.03,3.04,3.12,4.47,3.71,3.88,4.79,3.10,3.79,4.67,3.54,5.86,6.47,4.75,3.25,3.55,4.25,3.46,3.33,4.61,5.06,5.32,4.85,3.45,3.75,5.99
2071,3.56,3.70,2.71,2.80,4.15,3.43,3.54,4.30,2.75,3.45,4.20,3.21,5.26,5.80,4.35,2.95,3.20,3.93,3.10,2.99,4.24,4.55,4.72,4.34,3.15,3.48,5.38
2072,4.37,4.36,3.60,3.65,4.77,4.27,4.08,5.00,3.62,4.13,4.88,3.89,5.97,6.49,5.07,3.74,3.92,4.57,3.83,3.77,4.91,5.26,5.58,5.10,4.01,4.32,6.12
2073,4.11,4.16,3.44,3.56,4.47,3.92,4.03,4.61,3.41,3.98,4.50,3.84,5.70,6.29,4.78,3.67,3.79,4.32,3.73,3.69,4.60,4.90,5.18,4.69,3.70,3.96,5.87
2074,4.04,4.14,3.34,3.38,4.48,3.93,3.82,4.58,3.36,3.91,4.48,3.55,5.60,6.18,4.74,3.40,3.69,4.31,3.59,3.46,4.59,4.84,5.11,4.66,3.69,3.98,5.73
2075,4.25,4.25,3.51,3.57,4.67,4.14,4.02,4.84,3.53,4.02,4.73,3.88,5.82,6.37,5.02,3.71,3.82,4.47,3.72,3.70,4.83,5.10,5.36,4.92,3.89,4.19,5.94
2076,4.39,4.26,3.74,3.79,4.58,4.24,4.11,4.73,3.73,4.08,4.60,3.97,5.92,6.49,5.04,3.82,3.93,4.43,3.85,3.84,4.77,5.06,5.52,4.89,4.03,4.29,6.17
2077,4.24,4.22,3.49,3.57,4.54,4.02,4.04,4.83,3.50,4.03,4.76,3.86,5.80,6.36,4.94,3.70,3.84,4.38,3.77,3.71,4.74,4.97,5.35,4.89,3.80,4.07,6.05
2078,4.38,4.34,3.65,3.78,4.68,4.11,4.26,4.84,3.61,4.16,4.72,4.05,5.98,6.54,5.01,3.90,3.99,4.51,3.93,3.93,4.82,5.13,5.58,4.97,3.89,4.15,6.26
2079,3.35,3.24,2.62,2.75,3.58,3.11,3.19,3.91,2.59,3.07,3.75,3.06,5.08,5.67,3.96,2.90,2.91,3.41,2.85,2.89,3.76,4.28,4.51,4.00,2.89,3.16,5.26
2080,4.45,4.47,3.79,3.99,4.73,4.21,4.56,4.89,3.75,4.33,4.78,4.46,5.90,6.48,5.06,4.25,4.17,4.61,4.14,4.23,4.87,5.15,5.36,4.96,4.00,4.24,6.00
2081,4.39,4.38,3.59,3.69,4.81,4.20,4.19,5.02,3.61,4.15,4.91,4.07,6.02,6.53,5.08,3.85,3.95,4.60,3.86,3.84,4.93,5.29,5.62,5.11,3.96,4.25,6.23
2082,4.29,4.30,3.50,3.60,4.61,4.06,4.20,4.83,3.48,4.09,4.68,3.97,6.03,6.61,4.98,3.68,3.88,4.46,3.80,3.72,4.78,5.19,5.59,4.97,3.81,4.10,6.27
2083,4.18,4.04,3.49,3.53,4.40,4.01,3.90,4.60,3.53,3.85,4.47,3.80,5.77,6.37,4.89,3.64,3.70,4.23,3.62,3.65,4.61,4.92,5.30,4.73,3.81,4.06,5.97
2084,3.95,3.82,3.19,3.22,4.24,3.79,3.55,4.48,3.19,3.59,4.35,3.39,5.60,6.16,4.69,3.27,3.40,4.03,3.30,3.28,4.44,4.79,5.17,4.61,3.55,3.85,5.83
2085,4.16,4.01,3.36,3.48,4.31,4.03,4.11,4.45,3.38,3.84,4.33,3.99,5.71,6.35,4.92,3.70,3.68,4.17,3.61,3.67,4.56,4.75,5.24,4.61,3.77,4.10,6.02
2086,3.54,3.57,2.67,2.80,4.02,3.33,3.42,4.28,2.70,3.34,4.14,3.22,5.41,6.03,4.26,2.98,3.11,3.80,3.03,3.01,4.14,4.60,4.83,4.36,3.07,3.38,5.54
2087,3.61,3.48,2.72,2.83,4.06,3.24,3.25,4.47,2.69,3.21,4.30,3.15,5.70,6.32,4.31,2.99,2.98,3.77,2.87,2.94,4.19,4.87,5.14,4.58,3.00,3.29,5.87
2088,4.13,4.12,3.55,3.61,4.32,3.95,3.92,4.54,3.53,3.97,4.42,3.80,5.57,6.09,4.67,3.67,3.81,4.22,3.74,3.69,4.48,4.85,5.17,4.65,3.77,3.98,5.71
2089,3.91,3.95,3.22,3.31,4.31,3.78,3.79,4.45,3.22,3.74,4.35,3.62,5.40,5.93,4.63,3.44,3.55,4.14,3.47,3.45,4.45,4.70,4.94,4.52,3.55,3.83,5.53
2090,3.62,3.59,2.85,2.95,3.98,3.47,3.47,4.18,2.83,3.39,4.06,3.30,5.27,5.86,4.33,3.06,3.21,3.79,3.14,3.08,4.13,4.48,4.76,4.27,3.21,3.52,5.43
2091,4.00,3.96,3.22,3.28,4.38,3.86,3.75,4.55,3.25,3.73,4.44,3.58,5.67,6.25,4.69,3.41,3.53,4.18,3.44,3.42,4.52,4.82,5.21,4.67,3.61,3.91,5.91
2092,4.21,4.31,3.47,3.50,4.70,4.14,3.94,4.77,3.51,4.05,4.69,3.77,5.68,6.18,5.02,3.57,3.81,4.51,3.70,3.61,4.83,4.97,5.29,4.85,3.89,4.19,5.85
2093,3.77,3.97,2.85,2.96,4.43,3.60,3.77,4.68,2.92,3.71,4.56,3.41,5.68,6.28,4.52,3.13,3.44,4.20,3.33,3.21,4.49,4.95,5.10,4.71,3.32,3.64,5.72
2094,3.30,3.37,2.41,2.44,3.79,3.17,3.03,4.02,2.47,3.10,3.89,2.73,5.16,5.73,4.12,2.51,2.84,3.58,2.71,2.58,3.94,4.34,4.70,4.14,2.88,3.21,5.38
2095,4.00,3.79,3.34,3.41,4.12,3.87,3.71,4.32,3.31,3.63,4.19,3.62,5.48,6.08,4.71,3.49,3.49,3.96,3.43,3.47,4.37,4.63,4.96,4.44,3.64,3.93,5.72
2096,3.54,3.59,2.66,2.78,4.02,3.35,3.45,4.33,2.70,3.36,4.18,3.23,5.46,6.08,4.25,2.96,3.13,3.81,3.05,2.99,4.14,4.68,4.85,4.40,3.08,3.39,5.54
2097,3.58,3.67,2.85,2.89,4.09,3.49,3.43,4.17,2.87,3.42,4.02,3.15,5.36,5.96,4.23,2.95,3.19,3.89,3.08,2.99,4.14,4.55,4.68,4.24,3.25,3.53,5.56
2098,3.77,3.82,3.06,3.24,4.16,3.56,3.88,4.27,3.04,3.64,4.17,3.74,5.22,5.77,4.41,3.47,3.47,3.99,3.42,3.47,4.26,4.51,4.73,4.33,3.34,3.60,5.33
2099,3.85,3.78,3.15,3.27,4.12,3.67,3.63,4.34,3.10,3.59,4.23,3.54,5.38,5.92,4.52,3.40,3.42,3.95,3.35,3.38,4.30,4.63,4.94,4.44,3.43,3.72,5.55
2100,4.02,3.94,3.43,3.51,4.27,3.87,3.81,4.30,3.39,3.76,4.22,3.71,5.34,5.90,4.67,3.58,3.60,4.11,3.53,3.57,4.42,4.50,4.91,4.41,3.67,3.92,5.63
