Variable:,tas
,Argentina,"Buenos Aires","Buenos Aires D.f.",Catamarca,Chaco,Chubut,Cordoba,Corrientes,"Entre Rios",Formosa,Jujuy,"La Pampa","La Rioja",Mendoza,Misiones,Neuquen,"Rio Negro",Salta,"San Juan","San Luis","Santa Cruz","Santa Fe","Santiago Del Estero","Tierra Del Fuego",Tucuman
2081,15.44,15.80,17.27,11.28,22.51,10.21,17.72,21.24,18.81,23.41,9.03,15.84,15.91,11.97,22.17,10.49,12.29,15.61,9.89,17.25,7.88,19.36,21.29,5.38,16.16
2082,15.17,15.32,16.59,11.19,21.95,10.23,17.47,20.78,18.04,22.73,9.05,15.64,15.67,11.70,21.41,10.52,12.26,15.51,9.68,17.10,7.92,18.76,20.94,5.21,16.07
2083,15.49,15.68,17.39,11.48,22.84,10.16,18.11,21.34,18.85,23.62,9.07,15.74,16.08,11.68,21.81,10.36,12.15,15.78,9.92,17.44,7.93,19.50,21.59,5.28,16.45
2084,15.36,15.51,16.89,11.26,22.53,10.19,17.86,21.22,18.59,23.43,8.89,15.61,16.09,11.69,21.82,10.41,12.16,15.66,9.78,17.29,7.86,19.28,21.28,5.20,16.19
2085,15.48,15.76,17.10,11.44,22.61,9.96,18.11,21.42,18.77,23.61,9.03,15.91,16.19,12.02,22.18,10.37,12.10,15.67,10.08,17.71,7.81,19.33,21.41,5.35,16.42
2086,15.19,15.43,17.04,11.04,22.18,10.05,17.67,21.02,18.62,23.11,8.57,15.53,15.77,11.52,21.48,10.20,12.00,15.32,9.61,17.08,7.85,19.13,21.07,5.29,15.96
2087,15.22,15.50,16.76,11.40,22.02,10.05,17.74,20.57,18.30,23.03,9.26,15.63,15.97,11.69,21.51,10.26,12.05,15.63,9.77,17.29,7.67,18.90,21.00,5.22,16.12
2088,15.37,15.72,17.12,11.31,21.99,10.23,17.97,21.00,18.66,23.09,8.82,15.88,15.99,11.93,21.66,10.43,12.19,15.41,10.01,17.77,8.03,19.15,20.90,5.48,16.06
2089,15.48,15.82,17.11,11.18,22.56,10.19,18.21,20.99,18.87,23.42,8.75,16.03,16.10,11.99,21.58,10.46,12.30,15.48,9.92,17.70,7.80,19.48,21.52,5.13,16.08
2090,15.20,15.49,17.05,11.00,22.27,10.04,17.70,21.05,18.61,23.11,8.86,15.49,15.75,11.61,21.67,10.21,11.96,15.45,9.64,17.12,7.76,19.12,20.96,5.22,16.03
2091,15.19,15.19,16.59,11.42,22.48,9.95,17.56,21.09,18.40,23.35,9.29,15.26,15.85,11.39,21.61,10.24,11.93,15.83,9.51,16.87,7.71,19.07,21.30,5.31,16.32
2092,15.26,15.66,17.13,11.12,22.19,9.94,17.92,21.02,18.71,22.97,8.60,15.78,15.93,11.64,21.67,10.14,11.97,15.34,9.71,17.37,7.62,19.33,21.24,5.21,15.98
2093,15.39,15.67,17.11,11.05,22.50,10.13,18.10,21.33,18.92,23.24,8.61,15.85,15.88,11.85,22.01,10.41,12.14,15.31,9.87,17.42,7.69,19.56,21.47,5.18,16.11
2094,15.26,15.52,17.01,11.08,22.52,9.99,17.68,21.15,18.56,23.35,8.90,15.58,15.81,11.54,21.86,10.25,11.98,15.49,9.62,17.08,7.75,19.21,21.33,5.13,16.10
2095,15.16,15.48,17.14,10.99,22.12,9.85,17.72,20.89,18.60,22.90,8.78,15.54,15.70,11.57,21.46,10.22,11.89,15.32,9.57,17.13,7.82,19.24,21.10,5.32,15.83
2096,15.12,15.49,17.01,10.96,21.76,10.19,17.53,20.76,18.59,22.78,8.85,15.46,15.48,11.57,21.45,10.33,12.08,15.25,9.51,17.12,7.85,18.97,20.66,5.08,15.57
2097,15.23,15.74,17.10,11.11,21.98,10.13,17.77,20.96,18.67,22.78,8.77,15.71,15.71,11.57,21.49,10.34,12.21,15.28,9.67,17.16,7.70,19.12,20.98,5.09,15.87
2098,15.28,15.71,16.89,10.98,22.18,10.23,17.89,20.85,18.61,22.95,8.72,15.83,15.88,11.72,21.57,10.49,12.17,15.27,9.74,17.35,7.83,19.16,20.97,5.24,16.00
2099,15.13,15.30,16.76,11.14,22.27,9.92,17.55,21.03,18.36,23.12,8.77,15.36,15.90,11.49,21.68,9.99,11.79,15.47,9.73,17.14,7.60,19.11,21.15,5.03,16.05
2100,15.19,15.33,17.01,11.23,22.37,9.92,17.81,20.97,18.45,23.36,9.10,15.32,15.85,11.40,21.69,10.07,11.72,15.73,9.63,17.11,7.60,19.18,21.26,5.09,16.23
